ticket_id,customer_id,ticket_date,category,status,priority,channel,resolution_time_hours,sentiment,satisfaction_score
TKT02905,CUST04383,2023-04-05,Account Management,Closed,Low,Email,43.0,Positive,4.0
TKT02906,CUST04383,2024-09-24,Product Question,Resolved,Low,Email,13.0,Positive,4.0
TKT02907,CUST04383,2024-12-15,Technical Support,Resolved,Low,Phone,8.0,Neutral,3.0
TKT02908,CUST04383,2024-12-18,General Inquiry,Resolved,Medium,Email,28.0,Neutral,2.0
TKT02909,CUST01507,2024-08-27,Product Question,Closed,Low,Social Media,53.0,Positive,4.0
TKT02910,CUST01507,2023-11-30,Account Management,Closed,Low,Phone,58.0,Neutral,3.0
TKT02911,CUST01507,2024-07-14,Product Question,Resolved,Low,Chat,91.0,Positive,4.0
TKT02912,CUST04773,2023-04-25,Account Management,Resolved,Low,Email,64.0,Positive,3.0
TKT02913,CUST02268,2023-10-17,Account Management,Resolved,Low,Chat,118.0,Positive,3.0
TKT02914,CUST03008,2023-05-13,Return Request,Closed,Medium,Phone,57.0,Neutral,5.0
TKT02915,CUST03201,2022-08-23,Account Management,Closed,High,Chat,30.0,Positive,5.0
TKT02916,CUST04959,2021-03-24,Payment Issue,Closed,High,Email,113.0,Positive,4.0
TKT02917,CUST04959,2022-05-31,Product Question,Resolved,Medium,Phone,90.0,Positive,4.0
TKT02918,CUST04959,2021-05-22,Product Question,Closed,Critical,Email,77.0,Positive,5.0
TKT02919,CUST04959,2020-12-21,Order Issue,Open,High,Chat,,Neutral,
TKT02920,CUST04161,2024-04-07,Shipping Inquiry,Open,Medium,Email,,Positive,
TKT02921,CUST04161,2023-06-23,Account Management,Open,High,Phone,,Negative,
TKT02922,CUST04130,2024-12-28,General Inquiry,Resolved,Medium,Social Media,36.0,Neutral,2.0
TKT02923,CUST04130,2023-08-16,Account Management,In Progress,High,Email,,Negative,
TKT02924,CUST04814,2025-07-25,Order Issue,Resolved,Low,Chat,64.0,Positive,1.0
TKT02925,CUST03227,2024-01-05,Technical Support,In Progress,Low,Chat,,Neutral,
TKT02926,CUST00007,2023-01-29,Product Question,Closed,High,Email,11.0,Positive,4.0
TKT02927,CUST00808,2025-07-15,Account Management,In Progress,High,Chat,,Neutral,
TKT02928,CUST00759,2025-02-11,Order Issue,Closed,High,Phone,86.0,Neutral,4.0
TKT02929,CUST00110,2020-08-25,Account Management,Closed,Low,Chat,13.0,Neutral,5.0
TKT02930,CUST00110,2021-03-03,General Inquiry,Resolved,Medium,Email,103.0,Positive,3.0
TKT02931,CUST03924,2022-11-07,Return Request,Resolved,Low,Email,22.0,Positive,4.0
TKT02932,CUST02712,2024-04-25,Payment Issue,Resolved,Critical,Chat,87.0,Positive,1.0
TKT02933,CUST02712,2023-05-15,Order Issue,In Progress,High,Email,,Negative,
TKT02934,CUST00664,2024-10-19,Account Management,Open,High,Email,,Negative,
TKT02935,CUST02916,2025-08-20,Order Issue,Resolved,Medium,Email,36.0,Neutral,2.0
TKT02936,CUST02916,2025-03-03,Technical Support,In Progress,Critical,Email,,Neutral,
TKT02937,CUST02916,2024-12-10,Product Question,Closed,Medium,Phone,16.0,Positive,4.0
TKT02938,CUST02184,2025-05-22,Payment Issue,In Progress,Medium,Email,,Negative,
TKT02939,CUST04410,2023-09-29,Order Issue,Closed,Medium,Social Media,38.0,Positive,5.0
TKT02940,CUST04410,2024-06-13,General Inquiry,Open,Low,Chat,,Neutral,
TKT02941,CUST04410,2023-11-07,Technical Support,In Progress,Medium,Chat,,Neutral,
TKT02942,CUST04410,2025-02-02,Order Issue,Resolved,Medium,Social Media,21.0,Positive,4.0
TKT02943,CUST03799,2023-09-04,Shipping Inquiry,Closed,Low,Email,56.0,Positive,5.0
TKT02944,CUST04429,2020-12-05,Order Issue,Open,Low,Chat,,Neutral,
TKT02945,CUST03902,2024-01-16,Order Issue,Resolved,Low,Chat,67.0,Neutral,4.0
TKT02946,CUST02591,2024-02-28,Technical Support,Closed,High,Email,78.0,Positive,2.0
TKT02947,CUST02550,2024-02-06,General Inquiry,Closed,Medium,Social Media,42.0,Positive,4.0
TKT02948,CUST02550,2023-10-24,Account Management,Closed,Critical,Social Media,6.0,Neutral,2.0
TKT02949,CUST03231,2025-10-20,General Inquiry,Resolved,High,Phone,44.0,Positive,3.0
TKT02950,CUST04600,2023-06-24,Technical Support,Resolved,Medium,Phone,100.0,Positive,2.0
TKT02951,CUST04600,2024-03-30,Account Management,Closed,Low,Email,95.0,Neutral,4.0
TKT02952,CUST04600,2024-12-15,Return Request,Closed,Low,Chat,84.0,Positive,2.0
TKT02953,CUST00002,2023-02-07,Payment Issue,In Progress,High,Email,,Negative,
TKT02954,CUST02848,2024-07-30,Product Question,Resolved,Low,Email,65.0,Neutral,5.0
TKT02955,CUST00661,2021-11-02,Payment Issue,Resolved,Medium,Email,19.0,Neutral,3.0
TKT02956,CUST00661,2021-07-11,General Inquiry,Open,Low,Email,,Negative,
TKT02957,CUST02619,2025-09-16,Order Issue,Resolved,High,Email,105.0,Neutral,4.0
TKT02958,CUST03918,2024-01-03,Order Issue,Closed,Low,Email,31.0,Neutral,5.0
TKT02959,CUST03918,2024-02-01,Account Management,Resolved,Medium,Email,22.0,Neutral,4.0
TKT02960,CUST04006,2022-10-18,Technical Support,Closed,Low,Email,52.0,Neutral,4.0
TKT02961,CUST04006,2022-07-09,Account Management,Closed,High,Chat,100.0,Positive,3.0
TKT02962,CUST03787,2020-12-03,Shipping Inquiry,Closed,Low,Email,98.0,Neutral,4.0
TKT02963,CUST01013,2022-12-18,Return Request,Resolved,Medium,Email,41.0,Positive,3.0
TKT02964,CUST01013,2021-07-01,Payment Issue,In Progress,Low,Email,,Negative,
TKT02965,CUST03514,2025-01-12,Account Management,Resolved,Low,Chat,27.0,Neutral,5.0
TKT02966,CUST03075,2022-06-06,Order Issue,Resolved,Low,Chat,64.0,Positive,1.0
TKT02967,CUST03075,2023-06-16,Account Management,Closed,Low,Chat,80.0,Neutral,2.0
TKT02968,CUST02829,2024-02-25,Product Question,Closed,High,Chat,104.0,Positive,5.0
TKT02969,CUST03690,2023-06-26,Order Issue,Resolved,Medium,Email,3.0,Neutral,2.0
TKT02970,CUST03690,2023-08-28,Return Request,In Progress,Medium,Email,,Neutral,
TKT02971,CUST04293,2024-09-06,Shipping Inquiry,Open,High,Email,,Positive,
TKT02972,CUST00496,2025-08-25,Payment Issue,Resolved,Low,Email,42.0,Neutral,4.0
TKT02973,CUST00496,2025-03-03,General Inquiry,Resolved,Low,Chat,17.0,Positive,4.0
TKT02974,CUST00496,2025-05-24,Product Question,Closed,Low,Phone,56.0,Positive,5.0
TKT02975,CUST03012,2023-12-02,Payment Issue,Closed,Low,Phone,48.0,Positive,5.0
TKT02976,CUST02546,2024-01-19,Product Question,Resolved,Medium,Email,109.0,Positive,5.0
TKT02977,CUST02831,2025-03-10,Account Management,Resolved,Low,Phone,47.0,Positive,4.0
TKT02978,CUST02831,2025-02-26,Product Question,Closed,Medium,Email,110.0,Positive,2.0
TKT02979,CUST02831,2025-08-18,Payment Issue,Open,Medium,Phone,,Neutral,
TKT02980,CUST01333,2023-07-27,Product Question,Resolved,Medium,Chat,73.0,Positive,5.0
TKT02981,CUST04278,2024-10-16,Technical Support,Resolved,Medium,Chat,3.0,Positive,3.0
TKT02982,CUST03910,2024-02-16,Return Request,Closed,Medium,Email,107.0,Neutral,4.0
TKT02983,CUST01490,2022-11-05,Account Management,Resolved,Medium,Email,26.0,Neutral,5.0
TKT02984,CUST01718,2022-11-22,Account Management,Closed,High,Chat,18.0,Positive,4.0
TKT02985,CUST01718,2022-10-07,Technical Support,Closed,Low,Email,93.0,Positive,4.0
TKT02986,CUST04681,2024-03-05,Product Question,Closed,Medium,Chat,22.0,Positive,5.0
TKT02987,CUST04681,2023-09-16,Shipping Inquiry,Resolved,Low,Chat,87.0,Positive,5.0
TKT02988,CUST04681,2023-10-13,Account Management,Closed,Low,Chat,7.0,Positive,5.0
TKT02989,CUST04681,2022-10-27,Account Management,Closed,Low,Email,1.0,Positive,4.0
TKT02990,CUST00082,2021-10-07,Product Question,Closed,Medium,Email,9.0,Positive,4.0
TKT02991,CUST01586,2022-08-29,Product Question,Closed,Medium,Social Media,103.0,Neutral,1.0
TKT02992,CUST01586,2024-01-16,Order Issue,Closed,High,Chat,72.0,Positive,5.0
TKT02993,CUST01272,2024-11-07,Payment Issue,Resolved,High,Phone,82.0,Positive,4.0
TKT02994,CUST04520,2023-12-20,Payment Issue,Closed,Low,Email,76.0,Neutral,1.0
TKT02995,CUST04520,2023-04-17,Product Question,Closed,Low,Phone,50.0,Neutral,4.0
TKT02996,CUST01294,2023-12-01,Product Question,Closed,High,Chat,10.0,Positive,5.0
TKT02997,CUST00059,2021-12-06,Payment Issue,Closed,Medium,Chat,89.0,Positive,4.0
TKT02998,CUST02763,2020-06-07,General Inquiry,Closed,Low,Social Media,85.0,Positive,4.0
TKT02999,CUST04471,2022-06-26,Order Issue,In Progress,Low,Email,,Neutral,
TKT03000,CUST04471,2021-03-15,Technical Support,Closed,High,Phone,5.0,Positive,5.0
TKT03001,CUST04471,2021-05-13,Account Management,Resolved,Medium,Chat,86.0,Positive,4.0
TKT03002,CUST00282,2021-01-16,Product Question,Closed,Medium,Email,76.0,Positive,3.0
TKT03003,CUST04265,2020-05-05,Return Request,Closed,Low,Email,82.0,Neutral,5.0
TKT03004,CUST04265,2021-05-17,Order Issue,In Progress,Low,Social Media,,Negative,
TKT03005,CUST04265,2020-08-15,Shipping Inquiry,Closed,Medium,Chat,71.0,Positive,4.0
TKT03006,CUST04265,2021-09-12,Shipping Inquiry,In Progress,Medium,Email,,Positive,
TKT03007,CUST03180,2022-03-28,Return Request,Resolved,Low,Email,21.0,Neutral,3.0
TKT03008,CUST03425,2024-03-17,Product Question,Closed,Low,Phone,55.0,Neutral,4.0
TKT03009,CUST04540,2025-07-02,Payment Issue,Closed,Medium,Phone,3.0,Positive,3.0
TKT03010,CUST04540,2024-12-08,Payment Issue,In Progress,Low,Social Media,,Negative,
TKT03011,CUST00505,2023-02-14,Payment Issue,Closed,High,Email,4.0,Neutral,4.0
TKT03012,CUST00505,2024-08-13,Order Issue,Resolved,Medium,Email,101.0,Positive,5.0
TKT03013,CUST01759,2025-01-21,Technical Support,Closed,Low,Chat,60.0,Positive,5.0
TKT03014,CUST02227,2024-12-02,Payment Issue,Open,Low,Phone,,Negative,
TKT03015,CUST02540,2023-07-12,Product Question,Closed,Low,Chat,34.0,Neutral,4.0
TKT03016,CUST02540,2023-01-26,Technical Support,Resolved,Medium,Phone,92.0,Positive,5.0
TKT03017,CUST02540,2023-08-07,Shipping Inquiry,Resolved,Low,Social Media,16.0,Neutral,5.0
TKT03018,CUST03839,2023-12-30,Order Issue,Resolved,Medium,Email,71.0,Positive,4.0
TKT03019,CUST03839,2024-03-21,Payment Issue,Closed,Medium,Phone,5.0,Positive,5.0
TKT03020,CUST01494,2025-05-20,General Inquiry,Resolved,Low,Email,72.0,Neutral,4.0
TKT03021,CUST04660,2022-02-21,Return Request,Closed,Medium,Social Media,92.0,Neutral,3.0
TKT03022,CUST04660,2021-10-03,Payment Issue,In Progress,Low,Phone,,Neutral,
TKT03023,CUST04660,2022-12-08,General Inquiry,In Progress,High,Email,,Neutral,
TKT03024,CUST00882,2025-06-12,Payment Issue,Open,Low,Phone,,Negative,
TKT03025,CUST02087,2025-04-02,General Inquiry,Resolved,Medium,Chat,113.0,Neutral,5.0
TKT03026,CUST03983,2023-01-07,Order Issue,In Progress,High,Email,,Negative,
TKT03027,CUST02680,2023-05-01,Technical Support,Closed,Medium,Email,63.0,Neutral,5.0
TKT03028,CUST01484,2022-08-29,Payment Issue,Closed,Low,Email,82.0,Positive,4.0
TKT03029,CUST01484,2022-10-08,Order Issue,Closed,Low,Phone,71.0,Positive,3.0
TKT03030,CUST01596,2023-11-10,Order Issue,Resolved,High,Email,44.0,Positive,5.0
TKT03031,CUST03140,2023-03-23,Payment Issue,Resolved,Low,Email,60.0,Neutral,1.0
TKT03032,CUST03140,2022-12-02,Payment Issue,Closed,Medium,Email,36.0,Positive,4.0
TKT03033,CUST00208,2024-08-13,Shipping Inquiry,In Progress,Low,Chat,,Neutral,
TKT03034,CUST00208,2025-06-20,Product Question,Closed,High,Email,110.0,Neutral,4.0
TKT03035,CUST00208,2025-03-21,Technical Support,Closed,Low,Phone,49.0,Positive,4.0
TKT03036,CUST00208,2025-03-02,Shipping Inquiry,In Progress,High,Chat,,Positive,
TKT03037,CUST00914,2021-09-07,Return Request,Closed,Medium,Chat,100.0,Positive,3.0
TKT03038,CUST00669,2024-11-14,Shipping Inquiry,Closed,High,Email,18.0,Neutral,4.0
TKT03039,CUST00350,2022-03-28,General Inquiry,Closed,Low,Chat,15.0,Positive,5.0
TKT03040,CUST00350,2021-04-04,Shipping Inquiry,Closed,Low,Email,38.0,Positive,3.0
TKT03041,CUST02467,2025-06-22,Technical Support,Resolved,Low,Email,45.0,Neutral,4.0
TKT03042,CUST02385,2022-03-02,Return Request,Resolved,Medium,Chat,14.0,Positive,3.0
TKT03043,CUST02085,2025-02-23,Return Request,Resolved,Low,Email,71.0,Neutral,4.0
TKT03044,CUST01034,2023-10-18,Account Management,Open,High,Email,,Positive,
TKT03045,CUST04027,2022-10-10,Order Issue,Resolved,Low,Email,50.0,Neutral,1.0
TKT03046,CUST04027,2022-08-29,Account Management,Resolved,Low,Email,60.0,Positive,2.0
TKT03047,CUST01418,2022-04-22,Return Request,Closed,High,Chat,78.0,Positive,4.0
TKT03048,CUST00781,2020-10-09,Order Issue,Closed,Medium,Email,11.0,Positive,5.0
TKT03049,CUST00707,2022-10-07,Order Issue,Open,Medium,Email,,Negative,
TKT03050,CUST01668,2024-02-20,Return Request,Resolved,Medium,Chat,33.0,Positive,2.0
TKT03051,CUST01668,2024-02-05,Order Issue,Closed,Medium,Social Media,89.0,Neutral,1.0
TKT03052,CUST01668,2023-06-23,Product Question,Closed,Medium,Chat,51.0,Neutral,3.0
TKT03053,CUST01668,2024-08-28,Return Request,Closed,Medium,Email,1.0,Positive,3.0
TKT03054,CUST03852,2020-09-18,Payment Issue,Closed,Medium,Email,20.0,Positive,5.0
TKT03055,CUST00543,2023-07-03,General Inquiry,Resolved,Low,Chat,65.0,Neutral,3.0
TKT03056,CUST00543,2021-10-13,Shipping Inquiry,Resolved,Medium,Phone,88.0,Positive,4.0
TKT03057,CUST03569,2024-05-21,Technical Support,Resolved,Low,Chat,38.0,Neutral,2.0
TKT03058,CUST00347,2021-06-14,Technical Support,Resolved,Medium,Email,19.0,Positive,4.0
TKT03059,CUST02985,2024-08-09,Payment Issue,Resolved,Medium,Chat,106.0,Positive,4.0
TKT03060,CUST01756,2024-09-26,Product Question,Closed,High,Email,65.0,Neutral,3.0
TKT03061,CUST01756,2024-07-31,Return Request,Closed,Low,Email,31.0,Neutral,2.0
TKT03062,CUST00066,2024-11-11,Product Question,In Progress,High,Social Media,,Neutral,
TKT03063,CUST00066,2024-12-02,Return Request,In Progress,Medium,Email,,Negative,
TKT03064,CUST02731,2023-10-13,Payment Issue,In Progress,Medium,Social Media,,Negative,
TKT03065,CUST02731,2024-07-31,General Inquiry,Resolved,Medium,Phone,103.0,Positive,2.0
TKT03066,CUST02731,2023-12-03,Technical Support,Resolved,High,Phone,83.0,Positive,4.0
TKT03067,CUST02731,2025-07-06,General Inquiry,Closed,Low,Chat,14.0,Neutral,5.0
TKT03068,CUST04963,2025-02-23,Order Issue,Closed,High,Chat,98.0,Positive,4.0
TKT03069,CUST00433,2022-05-15,General Inquiry,In Progress,Medium,Chat,,Positive,
TKT03070,CUST00433,2023-10-12,Product Question,Closed,Medium,Email,25.0,Neutral,4.0
TKT03071,CUST00433,2023-05-13,Technical Support,Closed,High,Phone,67.0,Positive,5.0
TKT03072,CUST00433,2022-04-03,Order Issue,Closed,Medium,Email,90.0,Positive,4.0
TKT03073,CUST03786,2023-05-20,Account Management,Resolved,Low,Phone,6.0,Neutral,3.0
TKT03074,CUST03786,2023-05-20,Return Request,Resolved,Medium,Chat,25.0,Neutral,4.0
TKT03075,CUST03786,2023-02-01,Account Management,In Progress,Medium,Email,,Positive,
TKT03076,CUST00791,2024-12-11,Technical Support,In Progress,Low,Chat,,Neutral,
TKT03077,CUST03296,2022-08-15,General Inquiry,Closed,Medium,Email,103.0,Neutral,2.0
TKT03078,CUST01676,2023-04-07,Shipping Inquiry,Resolved,Low,Phone,76.0,Positive,3.0
TKT03079,CUST01676,2023-08-31,Account Management,Resolved,Low,Email,77.0,Neutral,4.0
TKT03080,CUST01676,2023-06-20,Product Question,Closed,Medium,Email,118.0,Positive,4.0
TKT03081,CUST01676,2023-03-09,Return Request,Closed,Low,Email,101.0,Neutral,4.0
TKT03082,CUST01204,2024-10-14,Product Question,In Progress,Medium,Email,,Positive,
TKT03083,CUST01204,2024-02-12,Technical Support,Closed,High,Email,39.0,Neutral,2.0
TKT03084,CUST01204,2024-12-13,Technical Support,Closed,Low,Email,74.0,Neutral,3.0
TKT03085,CUST01204,2023-06-14,Return Request,Resolved,Low,Phone,59.0,Positive,5.0
TKT03086,CUST01204,2023-07-24,Return Request,Resolved,Critical,Phone,116.0,Neutral,4.0
TKT03087,CUST00906,2025-01-08,Shipping Inquiry,Closed,Low,Chat,81.0,Positive,4.0
TKT03088,CUST03940,2021-08-05,Account Management,Resolved,High,Email,110.0,Neutral,4.0
TKT03089,CUST03940,2022-03-31,Return Request,Closed,Low,Social Media,75.0,Neutral,3.0
TKT03090,CUST03940,2022-10-24,Order Issue,In Progress,High,Email,,Negative,
TKT03091,CUST02669,2022-08-28,Payment Issue,Closed,Critical,Chat,94.0,Positive,4.0
TKT03092,CUST02088,2021-12-28,Product Question,Resolved,Low,Phone,87.0,Positive,4.0
TKT03093,CUST04174,2021-09-30,Order Issue,Resolved,Medium,Email,20.0,Positive,4.0
TKT03094,CUST04174,2021-11-04,Return Request,Closed,Low,Email,39.0,Neutral,2.0
TKT03095,CUST01298,2025-01-05,General Inquiry,Resolved,Low,Chat,57.0,Neutral,4.0
TKT03096,CUST03549,2023-09-21,Return Request,Closed,Low,Phone,78.0,Neutral,3.0
TKT03097,CUST03549,2023-08-09,Order Issue,Resolved,Critical,Email,78.0,Positive,4.0
TKT03098,CUST03549,2024-09-04,Technical Support,Closed,Low,Phone,118.0,Neutral,3.0
TKT03099,CUST01343,2020-12-16,Technical Support,Closed,Medium,Phone,26.0,Positive,5.0
TKT03100,CUST02403,2022-11-01,Product Question,Closed,High,Email,26.0,Positive,2.0
TKT03101,CUST03297,2023-09-09,Product Question,Resolved,Medium,Email,20.0,Positive,2.0
TKT03102,CUST03439,2021-06-15,Return Request,Closed,High,Phone,117.0,Neutral,1.0
TKT03103,CUST03439,2021-02-14,Shipping Inquiry,In Progress,Low,Email,,Neutral,
TKT03104,CUST03439,2020-09-25,General Inquiry,Resolved,Low,Email,58.0,Positive,1.0
TKT03105,CUST03439,2020-06-02,Product Question,Resolved,Low,Email,98.0,Positive,4.0
TKT03106,CUST03439,2021-10-05,Technical Support,Closed,Low,Email,76.0,Positive,3.0
TKT03107,CUST03976,2023-07-31,Order Issue,Resolved,Low,Chat,45.0,Positive,3.0
TKT03108,CUST00074,2021-05-03,Account Management,In Progress,Low,Email,,Negative,
TKT03109,CUST04921,2020-12-30,Product Question,Closed,Medium,Chat,39.0,Positive,5.0
TKT03110,CUST04921,2020-12-06,Technical Support,Closed,Low,Email,34.0,Neutral,5.0
TKT03111,CUST02507,2025-03-17,Product Question,Resolved,High,Chat,102.0,Neutral,5.0
TKT03112,CUST02507,2024-07-21,Account Management,Closed,Low,Email,50.0,Neutral,5.0
TKT03113,CUST02507,2024-07-08,Product Question,Resolved,Medium,Social Media,28.0,Positive,4.0
TKT03114,CUST04411,2020-11-23,General Inquiry,Closed,Medium,Email,14.0,Positive,2.0
TKT03115,CUST04643,2024-03-10,Product Question,Resolved,Low,Email,112.0,Positive,5.0
TKT03116,CUST04216,2021-09-08,Return Request,In Progress,High,Chat,,Negative,
TKT03117,CUST04216,2022-06-28,Payment Issue,Resolved,Critical,Email,101.0,Positive,3.0
TKT03118,CUST01255,2025-08-15,Order Issue,In Progress,Low,Chat,,Neutral,
TKT03119,CUST03413,2024-08-26,Shipping Inquiry,Resolved,Low,Chat,36.0,Neutral,4.0
TKT03120,CUST04315,2022-03-02,Payment Issue,Resolved,Low,Chat,26.0,Positive,4.0
TKT03121,CUST04315,2021-10-27,Product Question,Resolved,Medium,Chat,42.0,Positive,4.0
TKT03122,CUST01261,2021-07-06,General Inquiry,Closed,Low,Phone,8.0,Positive,5.0
TKT03123,CUST01261,2021-12-11,Account Management,Closed,High,Chat,5.0,Neutral,2.0
TKT03124,CUST01146,2023-04-28,General Inquiry,Closed,Medium,Email,96.0,Positive,5.0
TKT03125,CUST01121,2022-11-16,Technical Support,Closed,Medium,Phone,77.0,Neutral,4.0
TKT03126,CUST01121,2022-09-26,General Inquiry,Resolved,Low,Email,111.0,Positive,2.0
TKT03127,CUST04335,2022-12-21,Technical Support,Closed,Medium,Email,32.0,Neutral,5.0
TKT03128,CUST04335,2023-12-31,Order Issue,Closed,Low,Phone,82.0,Positive,4.0
TKT03129,CUST01562,2021-11-09,Shipping Inquiry,In Progress,High,Phone,,Neutral,
TKT03130,CUST01562,2022-02-27,Order Issue,Closed,Low,Social Media,13.0,Neutral,4.0
TKT03131,CUST03928,2022-04-16,Account Management,Closed,Medium,Email,23.0,Neutral,5.0
TKT03132,CUST03928,2021-05-02,Shipping Inquiry,In Progress,Medium,Chat,,Neutral,
TKT03133,CUST04152,2023-05-13,Return Request,Closed,Low,Social Media,45.0,Positive,4.0
TKT03134,CUST00714,2021-12-06,Payment Issue,In Progress,Medium,Email,,Neutral,
TKT03135,CUST02123,2025-08-19,Shipping Inquiry,Closed,Medium,Social Media,29.0,Positive,3.0
TKT03136,CUST02123,2025-05-07,Return Request,Open,Low,Email,,Negative,
TKT03137,CUST02123,2025-10-23,Account Management,Open,High,Email,,Negative,
TKT03138,CUST01393,2024-09-21,General Inquiry,Closed,Medium,Chat,10.0,Positive,5.0
TKT03139,CUST01393,2024-11-20,Payment Issue,In Progress,Critical,Chat,,Negative,
TKT03140,CUST01340,2024-09-23,Technical Support,Closed,Medium,Email,23.0,Neutral,5.0
TKT03141,CUST03313,2024-10-22,General Inquiry,Closed,Medium,Chat,98.0,Positive,3.0
TKT03142,CUST03313,2024-12-03,Order Issue,In Progress,Low,Chat,,Neutral,
TKT03143,CUST00771,2022-02-01,Product Question,Resolved,High,Chat,3.0,Positive,3.0
TKT03144,CUST01401,2022-06-28,Account Management,Closed,Medium,Chat,52.0,Neutral,4.0
TKT03145,CUST01401,2022-03-30,Technical Support,Open,Medium,Chat,,Positive,
TKT03146,CUST01401,2022-04-08,Payment Issue,Closed,Low,Phone,98.0,Neutral,3.0
TKT03147,CUST04493,2021-07-03,Product Question,Closed,Low,Email,2.0,Positive,5.0
TKT03148,CUST02824,2022-06-26,Return Request,Resolved,Low,Chat,92.0,Positive,4.0
TKT03149,CUST02824,2021-05-16,Product Question,Closed,Medium,Email,80.0,Positive,4.0
TKT03150,CUST01830,2025-07-07,Return Request,Closed,Medium,Social Media,31.0,Positive,4.0
TKT03151,CUST01830,2025-01-26,Technical Support,Resolved,High,Email,7.0,Neutral,5.0
TKT03152,CUST01830,2025-10-18,Order Issue,In Progress,Low,Phone,,Negative,
TKT03153,CUST01830,2025-07-18,Shipping Inquiry,Resolved,Medium,Phone,97.0,Neutral,4.0
TKT03154,CUST03176,2023-01-20,Shipping Inquiry,In Progress,Medium,Phone,,Neutral,
TKT03155,CUST03176,2023-09-12,Shipping Inquiry,Closed,High,Email,26.0,Positive,5.0
TKT03156,CUST01965,2022-10-04,Product Question,Closed,Medium,Social Media,55.0,Positive,4.0
TKT03157,CUST01965,2023-08-05,Payment Issue,Closed,Low,Email,88.0,Neutral,5.0
TKT03158,CUST01965,2022-09-27,Technical Support,In Progress,Medium,Social Media,,Neutral,
TKT03159,CUST03617,2025-10-18,Technical Support,Resolved,Medium,Chat,53.0,Positive,1.0
TKT03160,CUST03617,2025-08-12,Technical Support,In Progress,Low,Chat,,Neutral,
TKT03161,CUST04955,2024-11-13,Account Management,Resolved,Medium,Phone,12.0,Neutral,4.0
TKT03162,CUST00686,2023-05-16,Shipping Inquiry,Open,Medium,Email,,Positive,
TKT03163,CUST00695,2021-11-03,Payment Issue,Resolved,Low,Phone,101.0,Neutral,4.0
TKT03164,CUST03779,2022-02-27,Shipping Inquiry,Resolved,Low,Phone,7.0,Positive,3.0
TKT03165,CUST03779,2023-06-16,Product Question,Closed,Medium,Phone,62.0,Positive,4.0
TKT03166,CUST01643,2023-03-12,General Inquiry,Closed,Low,Phone,21.0,Neutral,3.0
TKT03167,CUST04355,2023-07-22,Technical Support,In Progress,High,Email,,Neutral,
TKT03168,CUST04574,2024-11-09,General Inquiry,Resolved,High,Chat,13.0,Neutral,3.0
TKT03169,CUST04574,2024-08-21,Order Issue,Closed,Low,Chat,111.0,Positive,5.0
TKT03170,CUST04574,2025-06-15,Payment Issue,In Progress,Critical,Chat,,Neutral,
TKT03171,CUST04574,2024-05-28,Payment Issue,Resolved,Medium,Phone,104.0,Neutral,4.0
TKT03172,CUST00447,2025-03-05,General Inquiry,Closed,Low,Email,7.0,Positive,4.0
TKT03173,CUST03971,2022-10-24,Shipping Inquiry,Closed,High,Email,83.0,Neutral,3.0
TKT03174,CUST03971,2022-09-28,General Inquiry,Resolved,Medium,Email,34.0,Positive,4.0
TKT03175,CUST03971,2022-10-22,Account Management,Closed,Medium,Phone,100.0,Positive,3.0
TKT03176,CUST03971,2023-07-16,Account Management,Resolved,Medium,Email,70.0,Neutral,1.0
TKT03177,CUST03971,2023-02-23,Order Issue,Resolved,Critical,Chat,33.0,Positive,4.0
TKT03178,CUST01396,2025-07-03,Technical Support,In Progress,Low,Phone,,Positive,
TKT03179,CUST01396,2025-09-15,General Inquiry,Closed,Low,Phone,80.0,Positive,2.0
TKT03180,CUST00235,2024-03-27,Account Management,Resolved,Low,Email,109.0,Neutral,5.0
TKT03181,CUST00908,2022-06-07,Technical Support,Resolved,Medium,Email,13.0,Positive,3.0
TKT03182,CUST00908,2022-06-05,Order Issue,Closed,Low,Chat,65.0,Positive,3.0
TKT03183,CUST00908,2022-03-25,Return Request,Resolved,Low,Email,58.0,Neutral,3.0
TKT03184,CUST00581,2023-05-14,Return Request,Resolved,Low,Chat,117.0,Positive,5.0
TKT03185,CUST04973,2023-07-04,General Inquiry,Resolved,Medium,Email,52.0,Positive,4.0
TKT03186,CUST04973,2024-01-24,Payment Issue,Closed,Low,Phone,32.0,Positive,5.0
TKT03187,CUST04343,2024-02-24,Technical Support,Closed,Medium,Chat,70.0,Neutral,3.0
TKT03188,CUST04343,2024-08-15,Technical Support,Resolved,Low,Chat,17.0,Neutral,4.0
TKT03189,CUST03450,2021-10-02,Technical Support,Closed,High,Email,33.0,Positive,5.0
TKT03190,CUST00210,2021-09-24,Product Question,Open,Medium,Email,,Negative,
TKT03191,CUST00210,2023-04-11,General Inquiry,In Progress,Medium,Phone,,Negative,
TKT03192,CUST00210,2022-04-21,Account Management,Closed,Medium,Chat,24.0,Positive,4.0
TKT03193,CUST01581,2021-07-15,Order Issue,Open,Critical,Chat,,Neutral,
TKT03194,CUST01581,2021-07-14,Account Management,Open,Low,Email,,Neutral,
TKT03195,CUST04231,2025-07-16,Product Question,In Progress,Low,Email,,Neutral,
TKT03196,CUST04995,2022-01-04,Technical Support,Closed,Medium,Chat,71.0,Positive,2.0
TKT03197,CUST04995,2022-06-11,Product Question,Closed,Low,Chat,35.0,Neutral,3.0
