customer_id,purchase_frequency,avg_order_value,total_revenue,customer_tenure_months,email_engagement_score,product_categories_purchased,avg_days_between_purchase,days_since_last_purchase,refund_rate,predicted_clv,clv_segment,segment_score
CUST02664,7,144.47,1011.29,9,0.47,3,25,49,0.004,2769.92,Loyal Customers,4
CUST02665,4,66.12,264.48,2,0.24,2,45,77,0.03,299.3,Need Attention,1
CUST02666,2,137.55,275.1,8,0.09,1,90,21,0.105,410.36,Need Attention,1
CUST02667,13,44.91,583.83,10,0.21,1,13,17,0.001,1652.53,Potential Loyalists,3
CUST02668,6,51.31,307.86,7,0.88,4,30,29,0.019,780.19,Promising,2
CUST02669,5,88.54,442.7,2,0.61,3,36,68,0.003,956.31,Promising,2
CUST02670,1,57.65,57.65,2,0.61,1,180,93,0.003,67.06,Need Attention,1
CUST02671,1,120.82,120.82,10,0.15,3,180,20,0.167,184.51,Need Attention,1
CUST02672,3,178.71,536.13,8,0.13,2,60,118,0.03,866.74,Promising,2
CUST02673,1,67.37,67.37,3,0.28,2,180,145,0.071,78.23,Need Attention,1
CUST02674,7,144.63,1012.41,25,0.77,2,25,8,0.038,3976.92,Loyal Customers,4
CUST02675,15,178.6,2679.0,4,0.86,1,12,2,0.007,6207.24,Champions,5
CUST02676,1,90.32,90.32,5,0.24,2,180,141,0.002,127.7,Need Attention,1
CUST02677,1,72.35,72.35,12,0.11,1,180,130,0.06,136.02,Need Attention,1
CUST02678,12,43.47,521.64,20,0.41,1,15,7,0.06,1797.92,Potential Loyalists,3
CUST02679,2,62.19,124.38,15,0.05,1,90,147,0.034,270.34,Need Attention,1
CUST02680,3,93.02,279.06,61,0.56,1,60,69,0.051,1611.04,Potential Loyalists,3
CUST02681,7,162.32,1136.24,21,0.6,3,25,10,0.124,3732.55,Loyal Customers,4
CUST02682,5,191.3,956.5,26,0.35,1,36,22,0.105,3566.95,Loyal Customers,4
CUST02683,8,113.38,907.04,22,0.32,3,22,21,0.092,3157.1,Loyal Customers,4
CUST02684,4,124.62,498.48,1,0.31,2,45,67,0.125,472.52,Need Attention,1
CUST02685,3,145.38,436.14,9,0.73,2,60,57,0.015,751.8,Promising,2
CUST02686,1,227.03,227.03,4,0.01,1,180,30,0.028,294.23,Need Attention,1
CUST02687,6,96.77,580.62,8,0.76,1,30,44,0.087,1413.62,Potential Loyalists,3
CUST02688,3,73.97,221.91,3,0.08,1,60,27,0.051,263.24,Need Attention,1
CUST02689,16,53.68,858.88,10,0.8,3,11,19,0.029,2362.92,Potential Loyalists,3
CUST02690,8,126.36,1010.88,26,0.39,1,22,32,0.051,3997.19,Loyal Customers,4
CUST02691,12,91.13,1093.56,16,0.84,1,15,3,0.012,3601.46,Loyal Customers,4
CUST02692,8,112.99,903.92,6,0.6,2,22,33,0.003,2253.02,Potential Loyalists,3
CUST02693,8,122.8,982.4,14,0.93,3,22,29,0.028,3023.83,Loyal Customers,4
CUST02694,2,69.21,138.42,16,0.31,2,90,15,0.09,293.91,Need Attention,1
CUST02695,1,89.68,89.68,17,0.43,2,180,117,0.136,187.25,Need Attention,1
CUST02696,10,99.67,996.7,28,0.62,2,18,9,0.017,4245.61,Loyal Customers,4
CUST02697,12,90.4,1084.8,16,0.33,4,15,17,0.004,3601.54,Loyal Customers,4
CUST02698,5,133.21,666.05,14,0.46,3,36,54,0.029,2047.99,Potential Loyalists,3
CUST02699,1,60.62,60.62,2,0.59,1,180,117,0.017,69.52,Need Attention,1
CUST02700,1,255.71,255.71,1,0.15,1,180,145,0.011,273.97,Need Attention,1
CUST02701,16,209.22,3347.52,36,0.49,2,11,2,0.041,16051.36,Champions,5
CUST02702,3,52.52,157.56,40,0.62,3,60,72,0.036,658.18,Promising,2
CUST02703,1,79.01,79.01,4,0.47,3,180,119,0.002,105.14,Need Attention,1
CUST02704,2,180.99,361.98,19,0.19,1,90,173,0.012,923.89,Promising,2
CUST02705,4,137.8,551.2,6,0.27,2,45,40,0.156,697.82,Promising,2
CUST02706,11,153.76,1691.36,5,0.77,4,16,2,0.034,3948.48,Loyal Customers,4
CUST02707,2,206.87,413.74,12,0.22,1,90,102,0.05,786.11,Promising,2
CUST02708,3,20.0,60.0,1,0.4,1,60,33,0.035,62.73,Need Attention,1
CUST02709,5,62.15,310.75,12,0.36,1,36,1,0.021,912.67,Promising,2
CUST02710,1,40.54,40.54,46,0.17,1,180,56,0.008,194.38,Need Attention,1
CUST02711,6,74.04,444.24,12,0.87,3,30,38,0.016,1311.4,Potential Loyalists,3
CUST02712,7,220.51,1543.57,5,0.76,4,25,5,0.022,3648.23,Loyal Customers,4
CUST02713,1,199.83,199.83,9,0.46,1,180,12,0.107,312.28,Need Attention,1
CUST02714,12,64.41,772.92,11,0.51,3,15,14,0.072,2092.04,Potential Loyalists,3
CUST02715,4,72.51,290.04,1,0.32,4,45,45,0.072,291.59,Need Attention,1
CUST02716,4,81.15,324.6,4,0.04,4,45,90,0.051,410.73,Need Attention,1
CUST02717,22,54.6,1201.2,19,0.84,2,8,3,0.021,4213.91,Loyal Customers,4
CUST02718,16,82.35,1317.6,23,0.55,4,11,18,0.108,4603.26,Loyal Customers,4
CUST02719,2,140.29,280.58,2,0.2,1,90,16,0.001,327.02,Need Attention,1
CUST02720,2,104.07,208.14,7,0.22,1,90,18,0.016,324.28,Need Attention,1
CUST02721,9,84.43,759.87,3,0.85,1,20,31,0.02,1675.51,Potential Loyalists,3
CUST02722,3,35.12,105.36,1,0.16,3,60,5,0.009,113.11,Need Attention,1
CUST02723,9,31.05,279.45,4,0.13,2,20,19,0.069,607.06,Promising,2
CUST02724,1,148.13,148.13,21,0.67,1,180,105,0.028,395.95,Need Attention,1
CUST02725,6,155.6,933.6,3,0.77,3,30,12,0.053,1989.27,Potential Loyalists,3
CUST02726,1,91.41,91.41,14,0.38,4,180,35,0.038,190.53,Need Attention,1
CUST02727,26,104.92,2727.92,17,0.25,1,6,11,0.125,8155.34,Champions,5
CUST02728,1,89.72,89.72,21,0.18,1,180,166,0.006,245.25,Need Attention,1
CUST02729,4,110.7,442.8,16,0.57,3,45,54,0.146,882.35,Promising,2
CUST02730,2,170.79,341.58,12,0.05,3,90,96,0.032,661.3,Promising,2
CUST02731,6,137.88,827.28,22,0.36,2,30,58,0.085,2901.68,Loyal Customers,4
CUST02732,4,41.25,165.0,11,0.13,5,45,49,0.003,315.3,Need Attention,1
CUST02733,1,49.86,49.86,5,0.11,3,180,115,0.063,66.18,Need Attention,1
CUST02734,1,74.87,74.87,23,0.08,3,180,97,0.086,199.59,Need Attention,1
CUST02735,5,135.34,676.7,4,0.29,1,36,49,0.02,1547.39,Potential Loyalists,3
CUST02736,2,64.14,128.28,12,0.12,4,90,21,0.098,231.42,Need Attention,1
CUST02737,6,119.53,717.18,4,0.65,3,30,44,0.136,1445.83,Potential Loyalists,3
CUST02738,1,173.8,173.8,4,0.62,4,180,170,0.218,181.22,Need Attention,1
CUST02739,23,78.61,1808.03,8,0.61,1,7,14,0.003,4806.95,Loyal Customers,4
CUST02740,9,119.86,1078.74,18,0.35,4,20,35,0.01,3737.83,Loyal Customers,4
CUST02741,7,72.22,505.54,4,0.49,4,25,9,0.074,1092.3,Potential Loyalists,3
CUST02742,3,96.46,289.38,2,0.3,3,60,84,0.142,289.67,Need Attention,1
CUST02743,4,59.05,236.2,1,0.65,1,45,45,0.055,241.81,Need Attention,1
CUST02744,2,154.16,308.32,7,0.34,4,90,31,0.014,481.34,Need Attention,1
CUST02745,12,122.55,1470.6,43,0.49,1,15,6,0.036,7915.26,Champions,5
CUST02746,10,152.3,1523.0,6,0.78,2,18,35,0.055,3598.09,Loyal Customers,4
CUST02747,6,46.8,280.8,34,0.58,1,30,26,0.092,1232.34,Potential Loyalists,3
CUST02748,8,90.29,722.32,1,0.77,2,22,34,0.143,1289.64,Potential Loyalists,3
CUST02749,38,195.9,7444.2,1,0.86,3,5,3,0.003,15462.22,Champions,5
CUST02750,30,99.71,2991.3,14,0.76,1,6,12,0.001,9462.98,Champions,5
CUST02751,1,167.55,167.55,5,0.06,4,180,58,0.03,230.24,Need Attention,1
CUST02752,53,281.14,14900.42,6,0.55,3,5,1,0.002,37176.55,Champions,5
CUST02753,9,89.98,809.82,8,0.59,1,20,2,0.05,2051.54,Potential Loyalists,3
CUST02754,2,216.9,433.8,8,0.57,2,90,77,0.02,708.54,Promising,2
CUST02755,9,106.67,960.03,10,0.65,2,20,30,0.024,2654.8,Loyal Customers,4
CUST02756,9,111.25,1001.25,4,0.8,3,20,35,0.107,2086.27,Potential Loyalists,3
CUST02757,2,132.59,265.18,1,0.53,3,90,109,0.048,273.49,Need Attention,1
CUST02758,1,41.24,41.24,3,0.36,2,180,137,0.011,50.98,Need Attention,1
CUST02759,2,82.52,165.04,6,0.15,3,90,98,0.111,220.08,Need Attention,1
CUST02760,3,76.34,229.02,1,0.26,2,60,106,0.023,242.4,Need Attention,1
CUST02761,5,86.57,432.85,29,0.82,1,36,30,0.043,1829.55,Potential Loyalists,3
CUST02762,16,170.35,2725.6,2,0.81,2,11,8,0.021,5781.45,Champions,5
CUST02763,3,53.41,160.23,4,0.24,4,60,59,0.02,209.37,Need Attention,1
CUST02764,1,170.19,170.19,24,0.07,3,180,89,0.013,503.93,Promising,2
CUST02765,19,68.2,1295.8,4,0.38,2,9,5,0.007,3002.37,Loyal Customers,4
CUST02766,9,58.73,528.57,7,0.26,5,20,18,0.025,1331.34,Potential Loyalists,3
CUST02767,28,66.44,1860.32,14,0.79,1,6,4,0.03,5714.28,Champions,5
CUST02768,5,43.71,218.55,4,0.33,2,36,15,0.022,498.73,Need Attention,1
CUST02769,7,91.78,642.46,11,0.83,2,25,3,0.081,1722.06,Potential Loyalists,3
CUST02770,1,21.96,21.96,2,0.47,1,180,170,0.008,25.42,Need Attention,1
CUST02771,8,272.76,2182.08,4,0.62,2,22,27,0.128,4439.81,Loyal Customers,4
CUST02772,1,191.81,191.81,8,0.06,2,180,158,0.087,291.87,Need Attention,1
CUST02773,4,32.22,128.88,16,0.36,2,45,3,0.012,297.11,Need Attention,1
CUST02774,9,260.67,2346.03,23,0.69,3,20,16,0.014,9059.98,Champions,5
CUST02775,21,43.59,915.39,1,0.46,2,8,7,0.021,1867.01,Potential Loyalists,3
CUST02776,7,69.17,484.19,12,0.64,3,25,5,0.03,1408.99,Potential Loyalists,3
CUST02777,3,32.14,96.42,10,0.25,2,60,13,0.021,173.06,Need Attention,1
CUST02778,12,135.0,1620.0,14,0.66,3,15,20,0.009,5083.83,Champions,5
CUST02779,1,60.84,60.84,8,0.18,2,180,9,0.067,94.61,Need Attention,1
CUST02780,19,119.86,2277.34,37,0.62,3,9,15,0.0,11576.48,Champions,5
CUST02781,17,105.81,1798.77,13,0.6,3,10,20,0.044,5302.17,Champions,5
CUST02782,3,296.49,889.47,174,0.42,2,60,87,0.052,13069.87,Champions,5
CUST02783,7,139.69,977.83,11,0.73,4,25,46,0.044,2726.52,Loyal Customers,4
CUST02784,3,62.65,187.95,2,0.29,4,60,112,0.016,215.77,Need Attention,1
CUST02785,13,70.55,917.15,6,0.61,3,13,2,0.045,2189.7,Potential Loyalists,3
CUST02786,1,110.08,110.08,3,0.51,4,180,63,0.005,136.91,Need Attention,1
CUST02787,2,93.04,186.08,1,0.25,5,90,12,0.108,179.82,Need Attention,1
CUST02788,1,163.47,163.47,40,0.2,3,180,103,0.001,707.66,Promising,2
CUST02789,3,45.16,135.48,13,0.25,1,60,57,0.048,268.7,Need Attention,1
CUST02790,6,186.36,1118.16,37,0.62,3,30,15,0.05,5399.78,Champions,5
CUST02791,1,194.72,194.72,53,0.06,1,180,139,0.003,1051.57,Potential Loyalists,3
CUST02792,4,176.62,706.48,11,0.1,3,45,28,0.002,1351.38,Potential Loyalists,3
CUST02793,11,92.69,1019.59,22,0.78,2,16,4,0.104,3501.95,Loyal Customers,4
CUST02794,1,65.65,65.65,11,0.09,2,180,36,0.055,118.91,Need Attention,1
CUST02795,2,63.91,127.82,2,0.28,1,90,129,0.086,136.3,Need Attention,1
CUST02796,8,72.37,578.96,14,0.32,3,22,19,0.002,1829.71,Potential Loyalists,3
CUST02797,3,80.11,240.33,1,0.08,4,60,30,0.006,258.8,Need Attention,1
CUST02798,4,90.38,361.52,3,0.19,1,45,74,0.008,448.28,Need Attention,1
CUST02799,8,38.15,305.2,41,0.86,2,22,21,0.0,1653.17,Potential Loyalists,3
CUST02800,14,126.39,1769.46,3,0.77,1,12,19,0.058,3750.37,Loyal Customers,4
CUST02801,4,40.94,163.76,6,0.07,2,45,77,0.037,236.55,Need Attention,1
CUST02802,2,306.3,612.6,24,0.4,2,90,173,0.132,1595.21,Potential Loyalists,3
CUST02803,17,122.95,2090.15,8,0.78,4,10,11,0.115,4932.75,Loyal Customers,4
CUST02804,7,91.23,638.61,13,0.91,3,25,16,0.061,1848.94,Potential Loyalists,3
CUST02805,10,191.1,1911.0,54,0.62,5,18,20,0.068,11576.84,Champions,5
CUST02806,13,133.72,1738.36,3,0.85,1,13,5,0.094,3543.65,Loyal Customers,4
CUST02807,1,56.02,56.02,12,0.26,2,180,170,0.098,101.06,Need Attention,1
CUST02808,3,69.79,209.37,11,0.04,1,60,67,0.004,399.69,Need Attention,1
CUST02809,2,69.52,139.04,22,0.33,3,90,57,0.038,378.98,Need Attention,1
CUST02810,9,95.11,855.99,39,0.41,3,20,27,0.065,4201.84,Loyal Customers,4
CUST02811,1,331.26,331.26,13,0.29,2,180,77,0.003,688.05,Promising,2
CUST02812,2,64.64,129.28,17,0.14,4,90,71,0.018,306.8,Need Attention,1
CUST02813,10,23.68,236.8,1,0.72,3,18,4,0.014,486.43,Need Attention,1
CUST02814,7,81.4,569.8,19,0.84,5,25,36,0.017,2007.07,Potential Loyalists,3
CUST02815,17,39.62,673.54,4,0.39,2,10,19,0.055,1485.16,Potential Loyalists,3
CUST02816,3,54.27,162.81,6,0.24,2,60,113,0.09,222.24,Need Attention,1
CUST02817,12,185.96,2231.52,7,0.77,4,15,24,0.02,5649.46,Champions,5
CUST02818,2,75.73,151.46,3,0.15,1,90,45,0.097,170.96,Need Attention,1
CUST02819,14,67.7,947.8,8,0.93,4,12,21,0.007,2509.77,Loyal Customers,4
CUST02820,4,25.36,101.44,23,0.24,2,45,87,0.037,284.92,Need Attention,1
CUST02821,2,33.95,67.9,2,0.57,2,90,110,0.0,79.22,Need Attention,1
CUST02822,3,149.7,449.1,12,0.16,3,60,72,0.049,854.19,Promising,2
CUST02823,16,116.34,1861.44,4,0.86,1,11,16,0.087,3965.49,Loyal Customers,4
CUST02824,12,34.15,409.8,4,0.74,2,15,2,0.031,926.56,Promising,2
CUST02825,1,248.83,248.83,9,0.28,1,180,89,0.002,434.58,Need Attention,1
CUST02826,1,52.44,52.44,16,0.33,5,180,165,0.046,116.73,Need Attention,1
CUST02827,3,148.66,445.98,3,0.12,4,60,86,0.027,542.42,Promising,2
CUST02828,20,133.6,2672.0,5,0.87,2,9,13,0.046,6160.3,Champions,5
CUST02829,3,90.84,272.52,6,0.44,2,60,101,0.059,384.66,Need Attention,1
CUST02830,9,28.93,260.37,18,0.91,2,20,34,0.085,833.83,Promising,2
CUST02831,11,155.27,1707.97,21,0.56,2,16,21,0.128,5585.06,Champions,5
CUST02832,3,80.6,241.8,11,0.41,2,60,90,0.089,422.2,Need Attention,1
CUST02833,11,120.39,1324.29,11,0.84,3,16,27,0.083,3541.92,Loyal Customers,4
CUST02834,5,51.37,256.85,15,0.36,3,36,53,0.099,752.12,Promising,2
CUST02835,3,152.11,456.33,8,0.39,4,60,20,0.023,743.06,Promising,2
CUST02836,9,245.6,2210.4,7,0.64,2,20,20,0.005,5681.65,Champions,5
CUST02837,4,68.05,272.2,40,0.47,3,45,49,0.152,1000.24,Potential Loyalists,3
CUST02838,8,59.87,478.96,2,0.65,5,22,12,0.009,1028.41,Potential Loyalists,3
CUST02839,1,30.77,30.77,85,0.14,2,180,138,0.033,240.52,Need Attention,1
CUST02840,19,82.84,1573.96,6,0.59,2,9,16,0.005,3915.23,Loyal Customers,4
CUST02841,1,126.06,126.06,9,0.52,1,180,62,0.0,220.61,Need Attention,1
CUST02842,2,61.86,123.72,27,0.45,3,90,58,0.006,399.68,Need Attention,1
CUST02843,3,35.93,107.79,9,0.17,2,60,39,0.007,187.31,Need Attention,1
CUST02844,8,307.1,2456.8,16,0.38,3,22,10,0.008,8123.82,Champions,5
CUST02845,6,36.43,218.58,15,0.57,3,30,52,0.181,581.81,Promising,2
CUST02846,5,49.34,246.7,3,0.34,4,36,60,0.151,471.26,Need Attention,1
CUST02847,4,99.67,398.68,7,0.16,2,45,8,0.042,604.73,Promising,2
CUST02848,6,95.57,573.42,1,0.89,1,30,36,0.054,1130.12,Potential Loyalists,3
CUST02849,8,101.04,808.32,22,0.47,2,22,27,0.028,3011.8,Loyal Customers,4
CUST02850,13,62.4,811.2,6,0.53,2,13,14,0.018,1991.5,Potential Loyalists,3
CUST02851,5,81.99,409.95,14,0.58,3,36,72,0.0,1298.17,Potential Loyalists,3
CUST02852,8,47.41,379.28,1,0.91,1,22,34,0.035,762.51,Promising,2
CUST02853,4,63.8,255.2,14,0.4,3,45,18,0.047,526.95,Promising,2
CUST02854,9,94.55,850.95,37,0.76,2,20,25,0.022,4230.5,Loyal Customers,4
CUST02855,5,37.2,186.0,11,0.83,2,36,32,0.045,518.09,Promising,2
CUST02856,8,159.56,1276.48,5,0.83,2,22,17,0.131,2680.71,Loyal Customers,4
CUST02857,4,97.24,388.96,1,0.12,2,45,27,0.061,395.67,Need Attention,1
CUST02858,2,147.29,294.58,15,0.15,1,90,85,0.054,627.01,Promising,2
CUST02859,1,146.22,146.22,7,0.26,1,180,166,0.057,218.32,Need Attention,1
CUST02860,8,73.65,589.2,9,0.6,1,22,6,0.029,1573.31,Potential Loyalists,3
CUST02861,4,68.95,275.8,7,0.52,2,45,58,0.03,423.58,Need Attention,1
CUST02862,4,35.7,142.8,2,0.34,4,45,48,0.002,166.27,Need Attention,1
CUST02863,1,67.67,67.67,10,0.2,3,180,24,0.144,106.2,Need Attention,1
CUST02864,3,248.13,744.39,61,0.25,2,60,69,0.024,4419.69,Loyal Customers,4
CUST02865,13,83.32,1083.16,4,0.31,4,13,24,0.016,2486.94,Potential Loyalists,3
CUST02866,2,89.86,179.72,1,0.11,4,90,49,0.009,192.94,Need Attention,1
CUST02867,13,113.42,1474.46,11,0.56,4,13,2,0.055,4063.98,Loyal Customers,4
CUST02868,18,104.15,1874.7,3,0.8,4,10,9,0.054,3990.3,Loyal Customers,4
CUST02869,7,297.05,2079.35,3,0.23,4,25,25,0.012,4622.4,Loyal Customers,4
CUST02870,16,136.05,2176.8,21,0.35,1,11,22,0.054,7722.2,Champions,5
CUST02871,18,111.62,2009.16,5,0.67,1,10,20,0.013,4792.35,Loyal Customers,4
CUST02872,1,46.6,46.6,22,0.56,1,180,155,0.116,116.72,Need Attention,1
CUST02873,4,41.79,167.16,7,0.46,4,45,6,0.01,262.02,Need Attention,1
CUST02874,1,66.68,66.68,6,0.17,1,180,19,0.015,98.52,Need Attention,1
CUST02875,2,70.75,141.5,32,0.24,2,90,49,0.006,515.72,Promising,2
CUST02876,1,71.5,71.5,1,0.47,1,180,151,0.033,74.9,Need Attention,1
CUST02877,8,51.95,415.6,3,0.68,3,22,43,0.077,863.1,Promising,2
CUST02878,16,78.38,1254.08,5,0.31,2,11,18,0.12,2667.01,Loyal Customers,4
CUST02879,1,102.01,102.01,11,0.19,2,180,56,0.009,193.76,Need Attention,1
CUST02880,3,41.27,123.81,7,0.26,2,60,62,0.025,191.13,Need Attention,1
CUST02881,20,87.32,1746.4,8,0.55,1,9,7,0.001,4652.41,Loyal Customers,4
CUST02882,3,44.44,133.32,21,0.42,2,60,112,0.026,357.1,Need Attention,1
CUST02883,6,87.64,525.84,2,0.66,3,30,59,0.241,864.74,Promising,2
CUST02884,11,78.49,863.39,44,0.67,4,16,22,0.07,4550.07,Loyal Customers,4
CUST02885,1,86.0,86.0,81,0.19,3,180,78,0.013,657.84,Promising,2
CUST02886,1,113.38,113.38,3,0.27,1,180,4,0.013,139.88,Need Attention,1
CUST02887,2,163.73,327.46,20,0.13,3,90,55,0.24,663.65,Promising,2
CUST02888,3,120.57,361.71,1,0.55,2,60,120,0.006,389.5,Need Attention,1
CUST02889,8,108.45,867.6,42,0.67,5,22,13,0.096,4313.71,Loyal Customers,4
CUST02890,2,97.06,194.12,4,0.19,1,90,31,0.015,254.94,Need Attention,1
CUST02891,7,82.13,574.91,2,0.56,3,25,48,0.006,1238.16,Potential Loyalists,3
CUST02892,3,188.0,564.0,2,0.26,2,60,97,0.121,578.38,Promising,2
CUST02893,8,143.18,1145.44,20,0.61,2,22,31,0.05,3989.95,Loyal Customers,4
CUST02894,4,149.87,599.48,13,0.2,1,45,32,0.053,1182.72,Potential Loyalists,3
CUST02895,3,252.34,757.02,21,0.15,2,60,90,0.034,2011.02,Potential Loyalists,3
CUST02896,4,32.35,129.4,8,0.38,2,45,78,0.019,211.57,Need Attention,1
CUST02897,11,40.85,449.35,11,0.59,2,16,14,0.059,1233.28,Potential Loyalists,3
CUST02898,8,97.39,779.12,3,0.7,3,22,26,0.015,1726.72,Potential Loyalists,3
CUST02899,5,160.58,802.9,7,0.89,3,36,31,0.005,2063.79,Potential Loyalists,3
CUST02900,6,138.94,833.64,1,0.45,4,30,36,0.198,1392.87,Potential Loyalists,3
CUST02901,4,58.29,233.16,8,0.18,2,45,42,0.056,366.84,Need Attention,1
CUST02902,8,49.43,395.44,13,0.88,4,22,19,0.004,1214.4,Potential Loyalists,3
CUST02903,1,117.37,117.37,6,0.56,2,180,98,0.015,173.41,Need Attention,1
CUST02904,19,127.23,2417.37,24,0.28,2,9,15,0.008,9592.12,Champions,5
CUST02905,3,69.18,207.54,37,0.31,1,60,69,0.012,837.29,Promising,2
CUST02906,9,149.6,1346.4,3,0.4,3,20,23,0.021,2965.78,Loyal Customers,4
CUST02907,12,36.74,440.88,3,0.21,4,15,10,0.251,742.99,Promising,2
CUST02908,91,47.17,4292.47,4,0.75,1,5,5,0.016,9855.51,Champions,5
CUST02909,2,62.71,125.42,12,0.46,4,90,93,0.018,246.32,Need Attention,1
CUST02910,6,66.34,398.04,1,0.46,3,30,33,0.049,788.62,Promising,2
CUST02911,2,141.85,283.7,4,0.46,1,90,128,0.025,368.81,Need Attention,1
CUST02912,19,102.21,1941.99,4,0.47,1,9,15,0.001,4526.78,Loyal Customers,4
CUST02913,3,283.6,850.8,13,0.09,2,60,13,0.065,1657.29,Potential Loyalists,3
CUST02914,5,100.47,502.35,1,0.63,3,36,61,0.051,993.19,Promising,2
CUST02915,7,101.67,711.69,7,0.74,3,25,49,0.12,1617.91,Potential Loyalists,3
CUST02916,4,117.37,469.48,11,0.3,1,45,41,0.039,864.74,Promising,2
CUST02917,8,106.86,854.88,4,0.65,1,22,14,0.018,1958.82,Potential Loyalists,3
CUST02918,2,77.79,155.58,4,0.34,1,90,95,0.06,194.99,Need Attention,1
CUST02919,4,46.34,185.36,17,0.09,4,45,41,0.074,414.8,Need Attention,1
CUST02920,2,129.95,259.9,3,0.18,3,90,106,0.012,320.98,Need Attention,1
CUST02921,3,113.46,340.38,2,0.28,4,60,6,0.06,373.28,Need Attention,1
CUST02922,1,170.93,170.93,4,0.08,2,180,145,0.059,214.46,Need Attention,1
CUST02923,6,86.34,518.04,77,0.49,2,30,56,0.112,3871.83,Loyal Customers,4
CUST02924,1,176.67,176.67,1,0.53,2,180,57,0.062,179.53,Need Attention,1
CUST02925,4,105.58,422.32,17,0.36,3,45,19,0.014,1006.32,Potential Loyalists,3
CUST02926,6,106.61,639.66,15,0.95,2,30,2,0.045,1985.34,Potential Loyalists,3
CUST02927,4,103.95,415.8,8,0.19,2,45,34,0.154,586.28,Promising,2
CUST02928,2,40.27,80.54,3,0.49,1,90,142,0.021,98.56,Need Attention,1
CUST02929,4,83.35,333.4,19,0.05,2,45,75,0.056,813.05,Promising,2
CUST02930,2,47.82,95.64,2,0.2,3,90,149,0.054,105.55,Need Attention,1
CUST02931,17,135.58,2304.86,4,0.4,2,10,14,0.092,4883.23,Loyal Customers,4
CUST02932,11,114.84,1263.24,12,0.84,3,16,19,0.01,3751.82,Loyal Customers,4
CUST02933,5,99.32,496.6,17,0.69,1,36,20,0.063,1589.82,Potential Loyalists,3
CUST02934,19,127.23,2417.37,10,0.7,2,9,7,0.077,6321.83,Champions,5
CUST02935,1,97.84,97.84,18,0.52,3,180,85,0.053,231.64,Need Attention,1
CUST02936,5,51.9,259.5,4,0.12,4,36,30,0.087,552.82,Promising,2
CUST02937,7,77.45,542.15,14,0.66,1,25,25,0.006,1706.51,Potential Loyalists,3
CUST02938,15,154.33,2314.95,10,0.59,4,12,19,0.156,5535.82,Champions,5
CUST02939,33,121.69,4015.77,10,0.51,3,5,4,0.029,11048.05,Champions,5
CUST02940,8,91.69,733.52,11,0.91,3,22,32,0.034,2066.69,Potential Loyalists,3
CUST02941,15,144.69,2170.35,7,0.68,2,12,18,0.185,4569.49,Loyal Customers,4
CUST02942,7,55.87,391.09,44,0.47,4,25,42,0.036,2136.39,Potential Loyalists,3
CUST02943,7,94.8,663.6,26,0.37,1,25,44,0.035,2668.22,Loyal Customers,4
CUST02944,2,75.04,150.08,29,0.29,4,90,87,0.019,503.03,Promising,2
CUST02945,6,134.96,809.76,19,0.64,3,30,17,0.01,2872.62,Loyal Customers,4
CUST02946,4,47.45,189.8,6,0.08,2,45,63,0.077,262.78,Need Attention,1
CUST02947,1,95.12,95.12,2,0.34,3,180,165,0.14,95.44,Need Attention,1
CUST02948,9,94.06,846.54,27,0.81,2,20,32,0.053,3407.11,Loyal Customers,4
CUST02949,1,81.02,81.02,19,0.1,1,180,118,0.123,183.56,Need Attention,1
CUST02950,1,41.27,41.27,55,0.5,3,180,44,0.136,199.09,Need Attention,1
CUST02951,9,115.42,1038.78,7,0.41,3,20,23,0.067,2503.72,Loyal Customers,4
CUST02952,2,298.18,596.36,2,0.29,2,90,44,0.038,669.31,Promising,2
CUST02953,7,105.65,739.55,2,0.92,1,25,9,0.01,1586.33,Potential Loyalists,3
CUST02954,8,133.28,1066.24,18,0.46,1,22,35,0.05,3545.25,Loyal Customers,4
CUST02955,12,52.9,634.8,72,0.83,2,15,16,0.0,5078.4,Champions,5
CUST02956,7,45.36,317.52,10,0.96,4,25,12,0.075,832.17,Promising,2
CUST02957,2,396.11,792.22,4,0.41,3,90,139,0.09,961.23,Promising,2
CUST02958,8,64.61,516.88,4,0.33,2,22,42,0.049,1146.96,Potential Loyalists,3
CUST02959,1,134.87,134.87,7,0.22,2,180,16,0.076,197.31,Need Attention,1
CUST02960,8,82.37,658.96,11,0.55,5,22,34,0.073,1781.66,Potential Loyalists,3
CUST02961,4,45.86,183.44,12,0.37,3,45,5,0.037,353.31,Need Attention,1
CUST02962,10,83.9,839.0,14,0.53,1,18,5,0.034,2566.5,Loyal Customers,4
CUST02963,1,149.34,149.34,9,0.32,2,180,172,0.012,258.21,Need Attention,1
CUST02964,6,55.76,334.56,1,0.63,3,30,4,0.086,637.06,Promising,2
CUST02965,5,118.65,593.25,5,0.62,1,36,1,0.051,1360.57,Potential Loyalists,3
CUST02966,2,113.61,227.22,7,0.24,2,90,106,0.019,352.93,Need Attention,1
CUST02967,12,183.62,2203.44,20,0.28,1,15,5,0.182,6608.85,Champions,5
CUST02968,10,63.67,636.7,10,0.24,3,18,15,0.053,1708.37,Potential Loyalists,3
CUST02969,3,54.63,163.89,3,0.1,3,60,9,0.115,181.3,Need Attention,1
CUST02970,2,100.29,200.58,92,0.08,3,90,39,0.011,1719.24,Potential Loyalists,3
