customer_id,plan_type,subscription_start_date,months_subscribed,monthly_login_frequency,feature_usage_score,support_tickets_30d,payment_failures,previous_renewal_count,renewal_probability_score,did_renew
CUST03005,Basic,2023-07-03,18,5,0.38,1,0,1,0.66,0
CUST03006,Basic,2024-07-25,14,4,0.11,3,0,1,0.6,0
CUST03007,Pro,2023-04-19,21,10,0.2,2,0,1,0.8,1
CUST03008,Basic,2024-08-13,12,5,0.09,2,0,1,0.6,0
CUST03009,Basic,2024-04-14,23,4,0.24,2,0,1,0.6,1
CUST03010,Pro,2024-03-13,4,8,0.52,0,1,0,0.72,0
CUST03011,Enterprise,2023-06-20,6,13,0.59,0,0,0,0.95,1
CUST03012,Pro,2024-07-17,13,11,0.25,2,0,1,0.8,1
CUST03013,Basic,2024-05-31,11,4,0.14,5,0,0,0.6,1
CUST03014,Enterprise,2023-06-11,18,13,0.31,1,2,1,0.82,1
CUST03015,Enterprise,2024-03-29,12,10,0.32,0,0,1,0.92,0
CUST03016,Pro,2023-11-19,18,8,0.29,2,1,1,0.58,1
CUST03017,Pro,2023-11-29,12,6,0.39,0,0,1,0.74,1
CUST03018,Pro,2024-02-27,21,5,0.32,1,1,1,0.64,1
CUST03019,Basic,2024-03-16,24,5,0.45,1,0,2,0.71,1
CUST03020,Basic,2023-11-28,20,7,0.29,0,0,1,0.66,0
CUST03021,Basic,2023-09-04,19,1,0.02,1,0,1,0.66,1
CUST03022,Pro,2024-07-12,7,7,0.33,0,0,0,0.74,1
CUST03023,Basic,2024-01-20,18,6,0.77,0,0,1,0.74,1
CUST03024,Pro,2023-09-18,12,8,0.3,1,0,1,0.74,1
CUST03025,Pro,2024-04-08,15,13,0.57,1,0,1,0.94,1
CUST03026,Pro,2024-02-11,1,10,0.19,0,0,0,0.86,1
CUST03027,Basic,2023-02-05,10,2,0.39,0,0,0,0.66,1
CUST03028,Basic,2023-01-17,17,5,0.03,1,0,1,0.66,1
CUST03029,Basic,2023-05-19,10,1,0.3,0,0,0,0.66,1
CUST03030,Basic,2023-01-07,10,3,0.34,2,2,0,0.5,1
CUST03031,Pro,2023-08-16,7,9,0.35,0,0,0,0.74,1
CUST03032,Pro,2023-11-19,1,9,0.28,0,0,0,0.74,0
CUST03033,Pro,2023-10-10,18,10,0.77,0,0,1,0.94,1
CUST03034,Pro,2024-06-07,18,5,0.23,1,0,1,0.74,1
CUST03035,Basic,2024-08-07,19,10,0.58,0,0,1,0.86,1
CUST03036,Enterprise,2023-06-08,4,15,0.55,0,2,0,0.9,1
CUST03037,Pro,2023-02-08,15,10,0.31,0,1,1,0.76,1
CUST03038,Basic,2023-12-31,5,2,0.86,0,0,0,0.74,1
CUST03039,Pro,2023-05-22,9,9,0.36,1,0,0,0.74,1
CUST03040,Basic,2024-01-11,19,3,0.38,1,0,1,0.66,1
CUST03041,Basic,2023-09-13,8,6,0.31,0,0,0,0.66,1
CUST03042,Basic,2023-09-20,10,3,0.22,3,0,0,0.6,1
CUST03043,Enterprise,2023-04-05,19,13,0.27,0,0,1,0.92,1
CUST03044,Basic,2024-02-14,19,3,0.11,1,0,1,0.66,1
CUST03045,Basic,2023-08-11,24,6,0.33,0,0,2,0.71,1
CUST03046,Enterprise,2023-03-21,24,14,0.9,0,0,2,0.95,1
CUST03047,Enterprise,2023-11-29,16,16,0.16,2,0,1,0.86,1
CUST03048,Basic,2023-06-27,16,2,0.12,4,0,1,0.6,0
CUST03049,Pro,2024-08-13,4,6,0.5,0,1,0,0.72,0
CUST03050,Basic,2023-11-04,2,5,0.15,0,0,0,0.66,1
CUST03051,Pro,2024-08-13,13,7,0.46,0,0,1,0.74,1
CUST03052,Basic,2023-03-22,2,4,0.21,0,0,0,0.66,0
CUST03053,Basic,2023-12-09,12,4,0.57,1,0,1,0.74,0
CUST03054,Basic,2024-03-20,14,2,0.21,0,0,1,0.66,0
CUST03055,Pro,2023-05-04,8,4,0.28,1,0,0,0.74,1
CUST03056,Enterprise,2023-01-12,21,15,0.03,0,1,1,0.82,1
CUST03057,Basic,2024-01-27,2,4,0.32,0,0,0,0.66,0
CUST03058,Pro,2023-11-09,17,10,0.05,1,0,1,0.86,1
CUST03059,Basic,2023-02-12,11,10,0.27,0,1,0,0.68,0
CUST03060,Basic,2024-07-06,19,2,0.16,0,0,1,0.66,0
CUST03061,Pro,2023-06-03,11,5,0.74,0,0,0,0.82,1
CUST03062,Basic,2024-05-29,23,0,0.01,6,0,1,0.6,1
CUST03063,Pro,2023-08-15,5,4,0.45,1,0,0,0.74,1
CUST03064,Basic,2023-02-21,22,6,0.03,0,0,1,0.66,1
CUST03065,Basic,2024-02-07,15,3,0.0,2,0,1,0.6,0
CUST03066,Basic,2024-08-12,17,4,0.02,3,0,1,0.6,1
CUST03067,Enterprise,2023-04-03,8,13,0.52,0,0,0,0.95,0
CUST03068,Basic,2024-03-18,10,2,0.29,2,1,0,0.5,0
CUST03069,Basic,2024-02-08,5,2,0.57,0,0,0,0.74,1
CUST03070,Enterprise,2023-05-16,11,15,0.47,0,0,0,0.92,1
CUST03071,Basic,2023-03-26,16,6,0.55,0,2,1,0.64,1
CUST03072,Basic,2024-08-08,24,4,0.06,0,1,2,0.61,1
CUST03073,Pro,2023-02-20,18,12,0.07,2,0,1,0.8,1
CUST03074,Pro,2024-02-13,9,4,0.27,1,2,0,0.64,0
CUST03075,Basic,2023-03-29,13,3,0.03,1,0,1,0.66,0
CUST03076,Pro,2024-05-28,14,3,0.64,0,1,1,0.72,1
CUST03077,Basic,2023-05-14,5,8,0.09,1,0,0,0.66,1
CUST03078,Pro,2024-05-07,18,8,0.52,0,0,1,0.82,1
CUST03079,Basic,2023-07-22,16,4,0.71,1,1,1,0.64,1
CUST03080,Pro,2024-02-09,21,7,0.54,0,0,1,0.82,1
CUST03081,Basic,2024-08-08,7,4,0.01,1,0,0,0.66,1
CUST03082,Basic,2024-07-28,20,5,0.1,1,0,1,0.66,1
CUST03083,Pro,2024-06-20,8,7,0.37,0,0,0,0.74,1
CUST03084,Pro,2023-09-06,3,8,0.28,1,0,0,0.74,0
CUST03085,Enterprise,2023-09-30,14,13,0.36,0,1,1,0.82,1
CUST03086,Pro,2023-11-28,22,11,0.83,1,0,1,0.94,1
CUST03087,Enterprise,2024-08-12,3,13,0.57,1,0,0,0.95,1
CUST03088,Basic,2023-04-26,22,2,0.12,2,2,1,0.5,0
CUST03089,Pro,2024-02-28,14,5,0.41,0,0,1,0.74,1
CUST03090,Basic,2024-01-10,12,0,0.72,1,0,1,0.74,0
CUST03091,Pro,2023-07-15,11,7,0.47,0,0,0,0.74,0
CUST03092,Basic,2023-12-19,20,2,0.41,0,2,1,0.56,0
CUST03093,Pro,2023-01-25,10,10,0.28,1,0,0,0.86,1
CUST03094,Enterprise,2023-06-23,12,8,0.44,1,0,1,0.8,0
CUST03095,Pro,2024-03-28,20,7,0.06,0,0,1,0.74,1
CUST03096,Basic,2023-05-30,15,6,0.16,1,1,1,0.56,0
CUST03097,Basic,2023-02-15,8,1,0.04,2,0,0,0.6,1
CUST03098,Basic,2023-07-24,22,7,0.62,0,0,1,0.74,0
CUST03099,Enterprise,2024-01-18,5,19,0.2,0,0,0,0.92,1
CUST03100,Basic,2023-03-29,4,5,0.16,4,0,0,0.6,0
CUST03101,Basic,2023-02-25,8,6,0.28,2,0,0,0.6,1
CUST03102,Pro,2023-06-01,10,12,0.39,0,1,0,0.76,1
CUST03103,Basic,2023-01-15,11,1,0.07,1,1,0,0.56,1
CUST03104,Pro,2023-04-24,10,4,0.09,2,0,0,0.68,0
CUST03105,Pro,2024-04-05,16,12,0.43,1,0,1,0.86,1
CUST03106,Basic,2023-01-24,11,2,0.05,1,2,0,0.56,0
CUST03107,Pro,2023-08-03,24,7,0.37,0,0,2,0.79,0
CUST03108,Basic,2024-07-04,7,6,0.66,0,0,0,0.74,1
CUST03109,Pro,2023-07-28,18,8,0.12,0,0,1,0.74,1
CUST03110,Pro,2024-06-19,9,8,0.29,1,0,0,0.74,0
CUST03111,Basic,2024-07-15,16,2,0.02,1,0,1,0.66,1
CUST03112,Basic,2023-05-25,23,3,0.12,1,0,1,0.66,1
CUST03113,Pro,2023-01-19,13,7,0.5,0,1,1,0.72,1
CUST03114,Pro,2024-08-19,22,6,0.21,2,0,1,0.68,0
CUST03115,Basic,2024-06-23,2,6,0.12,1,0,0,0.66,1
CUST03116,Basic,2023-09-19,6,4,0.56,1,1,0,0.64,0
CUST03117,Pro,2023-03-03,10,7,0.42,2,0,0,0.68,0
CUST03118,Pro,2023-07-25,23,8,0.22,0,0,1,0.74,0
CUST03119,Pro,2023-10-05,2,5,0.29,4,0,0,0.68,0
CUST03120,Enterprise,2024-04-21,21,9,0.23,1,0,1,0.8,1
CUST03121,Basic,2023-01-09,3,5,0.15,2,0,0,0.6,0
CUST03122,Pro,2024-02-02,22,5,0.64,0,0,1,0.82,1
CUST03123,Basic,2023-10-05,22,5,0.2,0,0,1,0.66,1
CUST03124,Pro,2024-01-04,4,8,0.53,0,0,0,0.82,1
CUST03125,Pro,2023-01-20,10,4,0.19,2,2,0,0.58,0
CUST03126,Basic,2024-01-31,8,3,0.09,1,1,0,0.56,0
CUST03127,Pro,2024-01-25,17,8,0.14,1,0,1,0.74,0
CUST03128,Basic,2023-04-12,11,5,0.01,3,0,0,0.6,1
CUST03129,Basic,2024-05-11,20,4,0.15,4,0,1,0.6,1
CUST03130,Enterprise,2024-06-28,3,14,0.36,0,0,0,0.92,1
CUST03131,Pro,2023-07-10,7,8,0.19,4,0,0,0.68,1
CUST03132,Enterprise,2024-05-27,15,10,0.6,1,0,1,0.95,1
CUST03133,Basic,2024-07-28,23,4,0.49,0,0,1,0.66,1
CUST03134,Basic,2023-01-23,2,1,0.1,2,0,0,0.6,0
CUST03135,Basic,2023-09-11,17,4,0.21,0,0,1,0.66,0
CUST03136,Basic,2023-11-09,11,3,0.58,0,0,0,0.74,1
CUST03137,Basic,2024-05-16,13,5,0.07,0,2,1,0.56,0
CUST03138,Basic,2023-06-10,1,6,0.62,0,0,0,0.74,1
CUST03139,Basic,2023-12-22,22,6,0.35,0,0,1,0.66,0
CUST03140,Basic,2023-12-27,12,3,0.13,0,0,1,0.66,0
CUST03141,Basic,2023-11-06,8,6,0.81,0,1,0,0.64,1
CUST03142,Pro,2024-05-28,9,7,0.38,0,0,0,0.74,0
CUST03143,Basic,2023-03-05,21,4,0.14,5,0,1,0.6,1
CUST03144,Pro,2023-09-21,13,10,0.1,3,2,1,0.7,0
CUST03145,Enterprise,2023-01-31,18,9,0.35,0,0,1,0.8,1
CUST03146,Basic,2023-10-14,8,4,0.44,0,0,0,0.66,0
CUST03147,Enterprise,2023-06-05,11,16,0.23,0,0,0,0.92,1
CUST03148,Basic,2024-02-07,22,5,0.16,5,0,1,0.6,1
CUST03149,Enterprise,2023-05-21,3,19,0.14,2,1,0,0.76,1
CUST03150,Basic,2024-01-27,17,3,0.06,0,0,1,0.66,1
CUST03151,Enterprise,2023-08-21,14,14,0.12,0,0,1,0.92,0
CUST03152,Basic,2023-09-04,19,3,0.06,1,0,1,0.66,1
CUST03153,Enterprise,2023-06-06,14,15,0.28,2,0,1,0.86,1
CUST03154,Pro,2023-11-16,20,6,0.36,0,2,1,0.64,1
CUST03155,Basic,2023-12-04,15,3,0.1,2,2,1,0.5,0
CUST03156,Enterprise,2024-07-09,5,15,0.47,1,1,0,0.82,0
CUST03157,Basic,2023-07-31,21,3,0.31,0,0,1,0.66,0
CUST03158,Basic,2023-05-22,19,4,0.26,2,1,1,0.5,0
CUST03159,Basic,2024-07-08,22,4,0.28,1,2,1,0.56,1
CUST03160,Pro,2023-07-27,5,5,0.25,0,0,0,0.74,1
CUST03161,Basic,2023-11-13,23,2,0.48,2,0,1,0.6,1
CUST03162,Pro,2024-06-20,5,12,0.15,2,1,0,0.7,1
CUST03163,Basic,2024-03-16,5,6,0.52,0,0,0,0.74,1
CUST03164,Basic,2024-08-01,6,4,0.61,2,0,0,0.68,0
CUST03165,Enterprise,2023-11-22,3,14,0.38,0,2,0,0.82,1
CUST03166,Pro,2024-07-24,18,7,0.12,1,0,1,0.74,1
CUST03167,Pro,2023-05-02,6,13,0.71,0,0,0,0.94,1
CUST03168,Enterprise,2023-11-22,5,20,0.2,2,0,0,0.86,1
CUST03169,Pro,2023-01-31,11,2,0.17,3,0,0,0.68,1
CUST03170,Basic,2024-02-28,14,3,0.14,2,1,1,0.5,0
CUST03171,Basic,2023-11-07,15,4,0.08,2,1,1,0.5,1
CUST03172,Basic,2023-10-08,5,2,0.13,1,0,0,0.66,0
CUST03173,Basic,2023-07-12,4,3,0.27,1,0,0,0.66,0
CUST03174,Pro,2023-05-15,6,11,0.33,3,0,0,0.8,1
CUST03175,Basic,2023-01-27,20,9,0.47,0,0,1,0.66,1
CUST03176,Enterprise,2023-10-01,20,13,0.24,2,0,1,0.86,1
CUST03177,Pro,2024-08-03,20,10,0.28,3,0,1,0.8,0
CUST03178,Pro,2023-08-25,20,14,0.39,0,0,1,0.86,1
CUST03179,Pro,2023-08-26,8,11,0.44,0,0,0,0.86,1
CUST03180,Enterprise,2023-01-27,12,20,0.44,2,0,1,0.86,1
CUST03181,Enterprise,2023-03-23,23,14,0.2,0,0,1,0.92,1
CUST03182,Enterprise,2024-05-03,5,14,0.45,1,1,0,0.82,1
CUST03183,Basic,2024-05-29,20,4,0.04,2,0,1,0.6,1
CUST03184,Basic,2024-04-25,23,2,0.59,0,1,1,0.64,1
CUST03185,Basic,2024-01-18,6,3,0.11,2,0,0,0.6,0
CUST03186,Pro,2024-02-01,16,9,0.21,2,0,1,0.68,1
CUST03187,Pro,2024-04-30,5,7,0.52,1,0,0,0.82,1
CUST03188,Basic,2023-06-17,7,2,0.48,0,0,0,0.66,0
CUST03189,Basic,2023-08-20,2,2,0.17,1,0,0,0.66,1
CUST03190,Pro,2024-02-23,1,16,0.79,0,0,0,0.94,1
CUST03191,Basic,2023-10-04,14,4,0.55,0,0,1,0.74,1
CUST03192,Basic,2023-08-16,24,5,0.14,1,0,2,0.71,1
CUST03193,Pro,2023-07-27,7,7,0.53,0,1,0,0.72,1
CUST03194,Basic,2023-03-09,6,2,0.1,0,0,0,0.66,0
CUST03195,Basic,2024-03-25,20,3,0.35,3,0,1,0.6,1
CUST03196,Enterprise,2024-05-16,23,9,0.14,4,0,1,0.74,1
CUST03197,Pro,2023-11-29,15,7,0.63,1,0,1,0.82,1
CUST03198,Pro,2023-09-10,14,7,0.02,2,0,1,0.68,1
CUST03199,Enterprise,2024-02-19,2,10,0.84,2,0,0,0.94,1
CUST03200,Pro,2024-01-25,24,10,0.19,0,0,2,0.91,1
CUST03201,Basic,2023-11-17,13,3,0.13,0,0,1,0.66,0
CUST03202,Basic,2024-08-08,20,4,0.01,0,0,1,0.66,1
CUST03203,Basic,2024-07-03,17,3,0.72,0,0,1,0.74,1
CUST03204,Basic,2023-02-09,17,4,0.63,0,2,1,0.64,1
CUST03205,Basic,2023-04-22,15,3,0.04,2,0,1,0.6,1
CUST03206,Basic,2024-04-12,2,5,0.21,3,0,0,0.6,1
CUST03207,Pro,2023-09-09,17,6,0.17,2,0,1,0.68,0
CUST03208,Basic,2024-07-04,13,7,0.54,1,0,1,0.74,1
CUST03209,Basic,2023-02-10,18,3,0.6,0,0,1,0.74,1
CUST03210,Enterprise,2024-02-01,17,8,0.32,0,1,1,0.7,1
CUST03211,Pro,2023-02-20,7,2,0.03,0,0,0,0.74,1
CUST03212,Basic,2023-10-26,15,2,0.58,1,0,1,0.74,0
CUST03213,Basic,2024-02-12,10,6,0.09,0,0,0,0.66,0
CUST03214,Basic,2023-10-20,15,3,0.26,1,0,1,0.66,1
CUST03215,Basic,2023-06-20,14,4,0.26,2,0,1,0.6,1
CUST03216,Basic,2023-10-29,20,5,0.05,2,0,1,0.6,1
CUST03217,Pro,2023-02-25,23,5,0.26,2,0,1,0.68,1
CUST03218,Pro,2024-06-13,5,8,0.22,0,0,0,0.74,1
CUST03219,Basic,2024-04-19,21,5,0.09,1,1,1,0.56,1
CUST03220,Pro,2024-04-07,3,7,0.46,0,2,0,0.64,0
CUST03221,Basic,2024-05-27,4,1,0.13,2,0,0,0.6,0
CUST03222,Pro,2023-07-04,19,7,0.49,0,0,1,0.74,1
CUST03223,Pro,2024-07-13,5,5,0.59,0,1,0,0.72,0
CUST03224,Pro,2024-02-07,14,13,0.41,0,2,1,0.76,1
CUST03225,Basic,2023-11-28,15,4,0.2,2,0,1,0.6,1
CUST03226,Basic,2023-01-26,6,8,0.7,1,0,0,0.74,1
CUST03227,Basic,2024-04-09,19,6,0.3,1,0,1,0.66,1
CUST03228,Basic,2023-07-26,15,4,0.62,1,0,1,0.74,0
CUST03229,Enterprise,2023-04-03,9,9,0.2,1,0,0,0.8,1
CUST03230,Basic,2023-11-28,23,3,0.23,0,0,1,0.66,0
CUST03231,Pro,2023-06-17,23,8,0.6,0,0,1,0.82,1
CUST03232,Basic,2023-05-07,3,2,0.46,0,0,0,0.66,0
CUST03233,Basic,2023-04-27,23,4,0.63,0,0,1,0.74,1
CUST03234,Basic,2024-04-05,21,6,0.4,0,0,1,0.66,0
CUST03235,Pro,2024-01-07,3,8,0.17,1,1,0,0.64,0
CUST03236,Enterprise,2024-06-20,23,19,0.55,0,0,1,0.95,1
CUST03237,Pro,2024-01-29,24,13,0.67,0,0,2,0.95,1
CUST03238,Basic,2024-06-07,20,5,0.6,0,0,1,0.74,1
CUST03239,Basic,2023-06-13,13,6,0.37,0,0,1,0.66,1
CUST03240,Pro,2024-07-17,13,12,0.57,1,0,1,0.94,1
CUST03241,Basic,2023-02-14,6,4,0.12,3,0,0,0.6,1
CUST03242,Basic,2023-12-10,19,6,0.07,0,0,1,0.66,1
CUST03243,Enterprise,2023-06-03,6,15,0.5,0,0,0,0.95,1
CUST03244,Basic,2023-05-29,6,2,0.42,1,0,0,0.66,1
CUST03245,Pro,2023-02-22,14,7,0.19,2,0,1,0.68,1
CUST03246,Enterprise,2023-11-12,10,12,0.35,0,1,0,0.82,1
CUST03247,Pro,2024-04-01,10,2,0.21,4,0,0,0.68,1
CUST03248,Basic,2023-07-05,4,5,0.22,0,2,0,0.56,0
CUST03249,Basic,2023-05-15,7,5,0.12,2,0,0,0.6,1
CUST03250,Basic,2023-01-04,20,5,0.6,1,0,1,0.74,1
CUST03251,Pro,2023-09-17,1,6,0.8,0,0,0,0.82,1
CUST03252,Basic,2024-04-14,16,5,0.08,1,0,1,0.66,0
CUST03253,Pro,2024-05-25,18,5,0.69,0,0,1,0.82,1
CUST03254,Basic,2023-01-06,20,2,0.27,0,2,1,0.56,0
CUST03255,Pro,2024-05-20,8,4,0.23,0,0,0,0.74,1
CUST03256,Basic,2023-08-11,19,1,0.65,1,0,1,0.74,0
CUST03257,Basic,2024-05-02,15,6,0.7,0,0,1,0.74,1
CUST03258,Basic,2024-02-24,15,0,0.21,1,0,1,0.66,0
CUST03259,Basic,2023-03-23,20,7,0.38,0,0,1,0.66,1
CUST03260,Basic,2023-01-07,8,0,0.05,2,0,0,0.6,1
CUST03261,Pro,2024-07-14,9,7,0.52,0,1,0,0.72,1
CUST03262,Basic,2024-07-24,7,4,0.63,0,0,0,0.74,1
CUST03263,Pro,2023-02-20,6,6,0.35,0,0,0,0.74,1
CUST03264,Basic,2023-06-01,2,5,0.07,4,0,0,0.6,1
CUST03265,Basic,2023-12-24,2,8,0.41,0,0,0,0.66,0
CUST03266,Basic,2023-05-29,2,2,0.09,1,0,0,0.66,1
CUST03267,Basic,2024-08-14,20,7,0.18,2,0,1,0.6,1
CUST03268,Basic,2023-11-02,11,2,0.46,0,0,0,0.66,1
CUST03269,Basic,2023-03-31,2,5,0.28,3,0,0,0.6,1
CUST03270,Basic,2023-04-22,14,6,0.44,0,1,1,0.56,0
CUST03271,Enterprise,2023-07-02,6,13,0.17,1,0,0,0.92,1
CUST03272,Basic,2023-10-19,20,4,0.7,0,0,1,0.74,0
CUST03273,Enterprise,2024-08-09,18,13,0.19,3,2,1,0.76,0
CUST03274,Basic,2023-07-01,15,0,0.12,1,0,1,0.66,0
CUST03275,Basic,2024-08-15,12,3,0.24,1,1,1,0.56,1
CUST03276,Basic,2023-02-06,3,4,0.24,1,0,0,0.66,1
CUST03277,Pro,2023-11-03,11,8,0.68,0,0,0,0.82,1
CUST03278,Basic,2024-01-13,13,8,0.58,0,1,1,0.64,0
CUST03279,Pro,2023-03-11,14,8,0.58,0,0,1,0.82,1
CUST03280,Basic,2024-07-17,3,6,0.14,3,0,0,0.6,0
CUST03281,Basic,2023-10-27,16,1,0.14,3,0,1,0.6,1
CUST03282,Pro,2023-05-18,4,6,0.86,1,0,0,0.82,1
CUST03283,Basic,2023-10-09,11,4,0.16,1,0,0,0.66,0
CUST03284,Basic,2024-06-23,14,5,0.02,0,1,1,0.56,0
CUST03285,Pro,2024-06-21,7,11,0.36,0,0,0,0.86,1
CUST03286,Pro,2023-08-03,20,8,0.46,0,0,1,0.74,1
CUST03287,Basic,2023-03-01,4,2,0.08,0,0,0,0.66,1
CUST03288,Basic,2024-08-08,24,3,0.23,1,1,2,0.61,1
CUST03289,Enterprise,2024-06-25,3,7,0.52,2,0,0,0.82,0
CUST03290,Basic,2024-05-10,24,7,0.38,1,0,2,0.71,1
CUST03291,Basic,2023-10-22,14,2,0.01,2,1,1,0.5,1
CUST03292,Pro,2023-11-21,9,7,0.68,0,0,0,0.82,1
CUST03293,Pro,2024-06-22,19,7,0.08,0,0,1,0.74,1
CUST03294,Basic,2023-12-29,5,4,0.56,0,2,0,0.64,1
CUST03295,Enterprise,2024-07-30,16,7,0.38,0,0,1,0.8,1
CUST03296,Pro,2024-06-16,24,8,0.22,2,0,2,0.73,1
CUST03297,Pro,2024-05-24,16,14,0.26,0,0,1,0.86,0
CUST03298,Pro,2023-07-04,20,8,0.29,2,1,1,0.58,1
CUST03299,Pro,2023-08-27,23,4,0.33,0,0,1,0.74,1
CUST03300,Basic,2023-10-25,7,1,0.04,0,0,0,0.66,0
CUST03301,Basic,2023-01-02,4,3,0.33,2,0,0,0.6,1
CUST03302,Basic,2023-01-25,15,4,0.29,0,0,1,0.66,1
CUST03303,Basic,2023-05-01,24,1,0.22,2,0,2,0.65,1
CUST03304,Enterprise,2023-08-01,20,16,0.46,0,0,1,0.92,1
CUST03305,Basic,2024-02-29,14,1,0.79,0,0,1,0.74,1
CUST03306,Basic,2023-02-16,11,7,0.59,0,0,0,0.74,1
CUST03307,Pro,2023-12-25,18,7,0.63,0,0,1,0.82,1
CUST03308,Basic,2023-08-06,1,2,0.14,3,1,0,0.5,1
CUST03309,Basic,2023-07-26,23,4,0.33,0,2,1,0.56,1
CUST03310,Basic,2023-10-16,9,5,0.19,1,0,0,0.66,1
CUST03311,Basic,2023-03-11,10,4,0.74,0,0,0,0.74,1
CUST03312,Enterprise,2023-11-04,17,15,0.14,0,0,1,0.92,1
CUST03313,Pro,2024-07-17,11,3,0.17,2,0,0,0.68,1
CUST03314,Enterprise,2023-01-07,4,14,0.43,0,0,0,0.92,1
CUST03315,Enterprise,2023-12-08,11,5,0.28,1,0,0,0.8,1
CUST03316,Pro,2024-02-10,24,5,0.04,1,0,2,0.79,0
CUST03317,Enterprise,2024-08-05,20,9,0.2,2,0,1,0.74,1
CUST03318,Pro,2023-01-30,6,5,0.25,3,0,0,0.68,0
CUST03319,Enterprise,2023-07-18,11,6,0.37,2,0,0,0.74,1
CUST03320,Pro,2023-12-13,22,7,0.7,1,2,1,0.72,0
CUST03321,Pro,2024-05-05,16,5,0.11,1,0,1,0.74,1
CUST03322,Basic,2023-02-06,21,7,0.19,2,0,1,0.6,1
CUST03323,Enterprise,2023-05-20,16,8,0.24,1,0,1,0.8,1
CUST03324,Enterprise,2023-06-09,21,8,0.9,0,1,1,0.78,1
CUST03325,Pro,2024-04-16,18,9,0.24,2,0,1,0.68,1
CUST03326,Basic,2023-12-10,15,2,0.2,1,1,1,0.56,1
CUST03327,Pro,2024-02-28,24,8,0.17,1,0,2,0.79,1
CUST03328,Pro,2023-02-27,17,8,0.19,2,0,1,0.68,1
CUST03329,Pro,2023-11-03,19,12,0.14,2,0,1,0.8,1
CUST03330,Pro,2023-11-20,18,5,0.19,1,0,1,0.74,1
CUST03331,Basic,2024-07-02,1,3,0.13,3,0,0,0.6,0
CUST03332,Enterprise,2023-08-02,19,13,0.07,1,0,1,0.92,1
CUST03333,Basic,2023-12-06,12,7,0.15,2,2,1,0.5,1
CUST03334,Pro,2023-03-09,5,10,0.55,0,0,0,0.94,1
CUST03335,Basic,2023-10-15,1,4,0.33,1,0,0,0.66,1
CUST03336,Pro,2023-12-14,13,11,0.18,1,1,1,0.76,1
CUST03337,Enterprise,2024-07-01,6,4,0.41,0,2,0,0.7,0
CUST03338,Pro,2024-08-07,20,14,0.21,2,0,1,0.8,1
CUST03339,Enterprise,2024-02-03,6,7,0.02,2,0,0,0.74,1
CUST03340,Basic,2023-04-30,10,4,0.4,0,0,0,0.66,1
CUST03341,Basic,2023-11-19,23,2,0.22,2,0,1,0.6,0
CUST03342,Basic,2023-02-02,9,3,0.01,0,0,0,0.66,1
CUST03343,Enterprise,2024-02-28,3,10,0.07,4,2,0,0.76,1
CUST03344,Basic,2024-05-23,8,2,0.24,2,0,0,0.6,1
CUST03345,Enterprise,2024-01-16,15,5,0.36,0,0,1,0.8,0
CUST03346,Basic,2023-11-06,7,2,0.01,1,0,0,0.66,1
CUST03347,Basic,2024-06-21,10,2,0.23,1,0,0,0.66,0
CUST03348,Pro,2023-06-29,4,8,0.24,0,1,0,0.64,1
CUST03349,Basic,2024-01-19,2,4,0.21,0,0,0,0.66,0
CUST03350,Pro,2023-07-26,3,14,0.71,1,0,0,0.94,1
CUST03351,Pro,2024-03-30,17,12,0.42,1,1,1,0.76,0
CUST03352,Enterprise,2023-01-26,16,14,0.28,1,0,1,0.92,1
CUST03353,Basic,2024-05-27,5,4,0.12,1,0,0,0.66,1
CUST03354,Basic,2023-07-14,11,3,0.29,0,0,0,0.66,1
CUST03355,Basic,2024-05-10,24,5,0.1,1,0,2,0.71,0
CUST03356,Basic,2024-06-20,10,2,0.02,1,0,0,0.66,1
CUST03357,Pro,2023-12-02,5,11,0.41,0,1,0,0.76,1
CUST03358,Basic,2023-04-11,17,1,0.04,0,0,1,0.66,0
CUST03359,Pro,2023-05-16,7,6,0.67,1,0,0,0.82,1
CUST03360,Pro,2023-02-07,15,5,0.37,0,0,1,0.74,1
CUST03361,Pro,2024-02-01,23,11,0.09,4,0,1,0.8,1
CUST03362,Basic,2024-06-18,4,2,0.04,1,0,0,0.66,0
CUST03363,Basic,2023-01-05,10,5,0.01,3,0,0,0.6,0
CUST03364,Pro,2023-02-15,22,6,0.46,1,0,1,0.74,1
CUST03365,Basic,2023-03-31,11,3,0.4,0,0,0,0.66,1
CUST03366,Basic,2024-04-23,2,12,0.41,1,0,0,0.78,0
CUST03367,Basic,2023-04-16,17,8,0.34,0,1,1,0.56,1
CUST03368,Basic,2023-11-16,1,6,0.33,1,0,0,0.66,0
CUST03369,Pro,2024-08-14,10,8,0.79,1,0,0,0.82,1
CUST03370,Basic,2023-08-03,11,4,0.19,0,0,0,0.66,1
CUST03371,Pro,2023-07-25,7,11,0.25,2,0,0,0.8,1
CUST03372,Pro,2023-10-21,9,9,0.39,0,1,0,0.64,0
CUST03373,Basic,2024-06-29,11,4,0.03,2,0,0,0.6,0
CUST03374,Pro,2024-03-27,22,13,0.18,1,0,1,0.86,1
CUST03375,Pro,2023-05-01,9,5,0.18,0,0,0,0.74,0
CUST03376,Basic,2023-06-02,6,2,0.56,1,0,0,0.74,0
CUST03377,Basic,2023-10-08,4,1,0.15,1,0,0,0.66,1
