session_id,customer_id,current_product_id,current_category,current_price,prev_product_1,prev_product_2,prev_product_3,products_in_cart,device_type,traffic_source,time_on_page_sec,scroll_depth,clicked_product_image,session_length_mins,products_viewed_count,recommendation_clicked
SESS011986,CUST02838,PROD0004,Clothing,100.88,PROD0072,PROD0025,PROD0006,0,Desktop,Social,120,0.78,0,1,5,1
SESS011987,CUST02843,PROD0080,Electronics,27.72,PROD0142,PROD0110,PROD0105,3,Mobile,Organic,50,0.14,0,39,7,0
SESS011988,CUST01981,PROD0021,Books,16.73,PROD0134,PROD0108,PROD0066,0,Mobile,Paid,250,0.49,1,31,5,1
SESS011989,CUST01120,PROD0039,Home,95.97,PROD0111,PROD0033,PROD0198,0,Mobile,Paid,45,0.59,0,30,7,0
SESS011990,CUST01198,PROD0077,Electronics,90.69,NONE,NONE,NONE,1,Desktop,Social,88,0.46,1,15,1,0
SESS011991,CUST02039,PROD0016,Clothing,74.55,NONE,NONE,NONE,1,Mobile,Organic,51,0.18,1,28,1,1
SESS011992,CUST02850,PROD0067,Sports,13.9,PROD0145,PROD0141,PROD0107,0,Mobile,Organic,24,0.82,0,42,7,0
SESS011993,CUST01926,PROD0022,Clothing,30.7,PROD0030,PROD0005,PROD0031,0,Mobile,Paid,79,0.9,0,10,7,0
SESS011994,CUST02057,PROD0119,Books,42.12,NONE,NONE,NONE,1,Desktop,Organic,165,0.77,0,39,1,1
SESS011995,CUST01910,PROD0200,Electronics,19.27,NONE,NONE,NONE,0,Desktop,Social,138,0.89,1,32,1,1
SESS011996,CUST00057,PROD0060,Home,84.33,PROD0063,PROD0041,PROD0084,0,Mobile,Organic,75,0.63,0,44,7,1
SESS011997,CUST01898,PROD0199,Books,19.6,PROD0013,PROD0178,PROD0074,0,Desktop,Organic,16,0.3,0,21,5,0
SESS011998,CUST02702,PROD0076,Home,40.18,NONE,NONE,NONE,3,Desktop,Organic,27,0.88,1,11,1,0
SESS011999,CUST00919,PROD0194,Home,17.24,PROD0008,PROD0119,PROD0063,0,Desktop,Social,50,0.6,1,27,4,0
SESS012000,CUST00552,PROD0079,Home,11.6,PROD0097,PROD0169,NONE,0,Mobile,Email,68,0.41,0,1,3,0
SESS012001,CUST01734,PROD0198,Home,55.26,NONE,NONE,NONE,0,Mobile,Email,10,0.62,0,42,1,0
SESS012002,CUST02172,PROD0145,Sports,57.08,PROD0158,PROD0124,PROD0169,1,Mobile,Organic,109,0.38,1,18,6,0
SESS012003,CUST01051,PROD0154,Sports,24.48,PROD0174,PROD0016,PROD0194,0,Mobile,Paid,104,0.38,1,8,7,0
SESS012004,CUST00876,PROD0164,Clothing,119.23,PROD0199,NONE,NONE,3,Desktop,Organic,289,0.96,0,33,2,1
SESS012005,CUST00234,PROD0067,Sports,13.9,PROD0059,NONE,NONE,1,Desktop,Direct,162,0.86,0,3,2,1
SESS012006,CUST02103,PROD0026,Home,89.06,NONE,NONE,NONE,0,Mobile,Social,81,0.68,1,9,1,0
SESS012007,CUST01901,PROD0114,Electronics,19.61,PROD0160,PROD0153,PROD0190,0,Desktop,Email,173,0.48,1,30,7,0
SESS012008,CUST02049,PROD0152,Home,46.03,PROD0147,PROD0037,PROD0067,0,Mobile,Organic,26,0.45,0,41,5,0
SESS012009,CUST01655,PROD0147,Home,37.46,PROD0042,PROD0073,PROD0120,2,Desktop,Paid,29,0.12,1,38,7,0
SESS012010,CUST00092,PROD0073,Electronics,62.79,PROD0136,NONE,NONE,1,Mobile,Paid,174,0.66,0,21,2,0
SESS012011,CUST00497,PROD0027,Home,79.9,PROD0175,NONE,NONE,0,Tablet,Direct,136,0.21,1,17,2,0
SESS012012,CUST00785,PROD0016,Clothing,74.55,PROD0024,PROD0131,PROD0110,0,Mobile,Email,201,0.29,0,12,5,0
SESS012013,CUST01182,PROD0063,Home,30.68,PROD0035,PROD0064,PROD0022,2,Mobile,Social,179,0.37,1,22,6,1
SESS012014,CUST01083,PROD0092,Books,128.12,NONE,NONE,NONE,1,Mobile,Organic,188,0.47,1,10,1,1
SESS012015,CUST02824,PROD0098,Home,270.5,PROD0096,PROD0025,PROD0131,2,Mobile,Social,216,0.39,0,30,7,1
SESS012016,CUST00511,PROD0043,Sports,97.44,PROD0119,PROD0095,PROD0153,0,Mobile,Paid,6,0.41,0,28,5,0
SESS012017,CUST00331,PROD0122,Clothing,76.03,PROD0015,PROD0006,PROD0063,0,Mobile,Paid,75,0.44,1,44,6,0
SESS012018,CUST01111,PROD0062,Clothing,108.42,PROD0195,PROD0118,PROD0070,1,Tablet,Social,95,0.86,0,39,5,0
SESS012019,CUST00811,PROD0187,Home,66.75,PROD0040,PROD0091,PROD0098,0,Mobile,Organic,193,0.69,0,32,5,0
SESS012020,CUST02797,PROD0121,Electronics,256.42,PROD0076,PROD0008,PROD0177,0,Mobile,Organic,108,0.48,0,14,6,0
SESS012021,CUST01355,PROD0054,Electronics,51.04,PROD0098,PROD0036,PROD0081,0,Mobile,Direct,65,0.4,1,34,5,0
SESS012022,CUST00375,PROD0167,Home,71.77,PROD0172,PROD0040,PROD0053,0,Mobile,Email,81,0.67,1,25,4,0
SESS012023,CUST00506,PROD0019,Sports,98.57,NONE,NONE,NONE,0,Mobile,Paid,55,0.27,0,41,1,1
SESS012024,CUST01379,PROD0067,Sports,13.9,PROD0028,PROD0164,PROD0018,0,Mobile,Organic,200,0.88,0,22,5,0
SESS012025,CUST00466,PROD0152,Home,46.03,PROD0007,NONE,NONE,1,Tablet,Paid,284,0.84,0,14,2,0
SESS012026,CUST02622,PROD0036,Books,49.86,PROD0008,NONE,NONE,0,Mobile,Paid,72,0.56,0,23,2,0
SESS012027,CUST01554,PROD0003,Books,193.13,PROD0126,PROD0027,PROD0064,2,Desktop,Direct,191,0.11,0,32,5,1
SESS012028,CUST01647,PROD0167,Home,71.77,PROD0150,NONE,NONE,0,Desktop,Email,135,0.62,1,29,2,1
SESS012029,CUST00836,PROD0014,Sports,32.84,NONE,NONE,NONE,2,Mobile,Organic,82,0.24,0,2,1,0
SESS012030,CUST00136,PROD0093,Clothing,69.66,PROD0033,NONE,NONE,1,Mobile,Direct,204,0.8,1,40,2,0
SESS012031,CUST00724,PROD0020,Sports,62.62,PROD0173,PROD0080,PROD0068,2,Desktop,Direct,11,0.6,1,3,5,0
SESS012032,CUST00672,PROD0166,Books,34.93,PROD0109,NONE,NONE,0,Mobile,Direct,38,0.18,0,29,2,1
SESS012033,CUST01793,PROD0168,Sports,244.92,PROD0063,PROD0192,PROD0194,0,Mobile,Direct,184,0.64,0,20,7,0
SESS012034,CUST01498,PROD0052,Home,78.72,PROD0144,PROD0068,PROD0172,0,Desktop,Organic,200,0.85,0,12,5,0
SESS012035,CUST00558,PROD0081,Books,506.31,PROD0199,PROD0109,PROD0031,0,Mobile,Paid,122,0.88,1,4,7,1
SESS012036,CUST00507,PROD0105,Sports,19.18,PROD0028,PROD0176,PROD0081,0,Desktop,Organic,206,0.16,1,6,6,1
SESS012037,CUST02737,PROD0196,Electronics,25.74,PROD0160,PROD0147,PROD0184,1,Mobile,Organic,166,0.55,0,23,7,0
SESS012038,CUST02504,PROD0080,Electronics,27.72,PROD0070,PROD0189,PROD0037,0,Mobile,Organic,15,0.11,1,12,5,0
SESS012039,CUST01693,PROD0180,Clothing,83.8,PROD0022,NONE,NONE,1,Desktop,Organic,132,0.94,0,3,2,1
SESS012040,CUST02188,PROD0071,Electronics,31.69,PROD0085,PROD0081,PROD0054,0,Desktop,Paid,93,0.76,1,40,7,0
SESS012041,CUST01797,PROD0196,Electronics,25.74,PROD0199,PROD0082,PROD0138,1,Desktop,Paid,223,0.78,0,26,7,1
SESS012042,CUST00632,PROD0103,Sports,39.92,PROD0136,PROD0033,NONE,0,Desktop,Direct,141,0.16,1,30,3,0
SESS012043,CUST02949,PROD0165,Clothing,18.5,PROD0160,PROD0095,PROD0016,0,Mobile,Paid,236,0.63,1,34,7,0
SESS012044,CUST02187,PROD0028,Clothing,154.92,PROD0070,PROD0157,NONE,0,Mobile,Paid,14,0.56,0,11,3,0
SESS012045,CUST02378,PROD0169,Books,49.49,NONE,NONE,NONE,2,Mobile,Email,189,0.62,0,17,1,1
SESS012046,CUST01274,PROD0009,Home,61.19,PROD0047,PROD0050,NONE,0,Mobile,Organic,113,0.43,1,37,3,0
SESS012047,CUST00548,PROD0050,Sports,48.56,PROD0089,PROD0143,NONE,0,Desktop,Social,198,0.24,1,36,3,1
SESS012048,CUST01518,PROD0152,Home,46.03,NONE,NONE,NONE,1,Mobile,Social,279,0.87,1,8,1,0
SESS012049,CUST00943,PROD0090,Home,23.01,PROD0131,PROD0015,NONE,2,Mobile,Organic,48,0.12,1,18,3,1
SESS012050,CUST02842,PROD0053,Clothing,38.34,PROD0172,PROD0189,PROD0161,0,Mobile,Organic,179,0.67,1,31,6,1
SESS012051,CUST01366,PROD0166,Books,34.93,PROD0044,PROD0131,PROD0133,0,Desktop,Organic,212,0.49,1,23,7,1
SESS012052,CUST00124,PROD0087,Books,33.53,PROD0008,NONE,NONE,0,Mobile,Organic,219,0.34,1,34,2,0
SESS012053,CUST02031,PROD0081,Books,506.31,PROD0012,PROD0128,NONE,0,Mobile,Social,250,0.82,0,23,3,1
SESS012054,CUST02934,PROD0171,Clothing,20.38,PROD0131,PROD0023,PROD0150,2,Desktop,Organic,218,0.55,0,41,5,0
SESS012055,CUST02811,PROD0162,Electronics,75.56,PROD0116,PROD0055,PROD0093,0,Mobile,Paid,93,0.79,1,44,4,1
SESS012056,CUST01062,PROD0076,Home,40.18,PROD0034,PROD0092,NONE,0,Desktop,Paid,202,0.34,1,22,3,1
SESS012057,CUST00741,PROD0072,Sports,65.75,PROD0181,NONE,NONE,0,Mobile,Paid,173,0.72,1,13,2,0
SESS012058,CUST02873,PROD0122,Clothing,76.03,PROD0127,PROD0126,PROD0124,0,Desktop,Social,85,0.48,0,34,5,0
SESS012059,CUST01037,PROD0074,Books,20.63,PROD0200,PROD0071,PROD0145,0,Tablet,Organic,66,0.74,0,37,6,1
SESS012060,CUST01600,PROD0068,Sports,60.05,PROD0151,PROD0063,PROD0009,0,Desktop,Organic,196,0.48,0,30,7,0
SESS012061,CUST01254,PROD0110,Electronics,41.49,PROD0073,PROD0014,PROD0013,1,Desktop,Social,244,0.92,1,40,6,1
SESS012062,CUST01781,PROD0003,Books,193.13,PROD0099,PROD0146,PROD0137,1,Mobile,Organic,18,0.59,0,27,4,0
SESS012063,CUST02094,PROD0035,Books,61.58,PROD0100,PROD0077,NONE,1,Mobile,Paid,94,0.15,0,39,3,1
SESS012064,CUST02238,PROD0112,Books,328.93,PROD0033,PROD0190,PROD0172,0,Mobile,Direct,127,0.71,1,19,7,0
SESS012065,CUST01874,PROD0094,Clothing,67.07,PROD0094,PROD0054,PROD0128,0,Mobile,Social,80,0.12,0,2,7,0
SESS012066,CUST01895,PROD0152,Home,46.03,PROD0059,PROD0144,PROD0091,0,Desktop,Direct,144,0.78,0,24,6,0
SESS012067,CUST02669,PROD0075,Electronics,54.39,PROD0168,PROD0098,PROD0006,1,Mobile,Organic,76,0.28,0,44,5,0
SESS012068,CUST02388,PROD0026,Home,89.06,PROD0036,NONE,NONE,1,Desktop,Paid,275,0.99,0,26,2,0
SESS012069,CUST00497,PROD0006,Books,37.62,PROD0066,PROD0007,PROD0120,2,Mobile,Organic,95,0.54,0,37,6,1
SESS012070,CUST00644,PROD0093,Clothing,69.66,PROD0065,NONE,NONE,1,Desktop,Organic,47,0.17,1,29,2,0
SESS012071,CUST01451,PROD0188,Electronics,37.98,PROD0051,PROD0155,PROD0112,0,Mobile,Organic,57,0.64,0,21,5,0
SESS012072,CUST00179,PROD0024,Electronics,60.8,PROD0194,PROD0112,PROD0016,0,Mobile,Organic,44,0.23,1,38,6,1
SESS012073,CUST02350,PROD0158,Clothing,27.79,PROD0057,PROD0037,PROD0162,0,Mobile,Paid,216,0.3,0,32,6,0
SESS012074,CUST01036,PROD0120,Home,83.07,PROD0008,PROD0113,PROD0145,0,Desktop,Email,174,0.77,1,30,6,1
SESS012075,CUST00588,PROD0102,Sports,23.05,PROD0035,PROD0093,PROD0172,0,Mobile,Social,172,0.44,0,22,6,0
SESS012076,CUST00427,PROD0181,Clothing,3.38,NONE,NONE,NONE,0,Mobile,Paid,94,0.66,0,8,1,0
SESS012077,CUST01954,PROD0076,Home,40.18,PROD0052,PROD0032,PROD0176,0,Desktop,Organic,73,0.44,0,28,6,1
SESS012078,CUST01615,PROD0199,Books,19.6,NONE,NONE,NONE,0,Desktop,Paid,222,0.41,1,14,1,0
SESS012079,CUST00233,PROD0056,Sports,178.44,PROD0034,NONE,NONE,0,Desktop,Organic,238,0.68,1,26,2,1
SESS012080,CUST01523,PROD0016,Clothing,74.55,PROD0167,PROD0060,PROD0192,0,Desktop,Organic,288,0.11,1,14,4,0
SESS012081,CUST02787,PROD0178,Home,88.31,PROD0199,PROD0150,PROD0077,1,Mobile,Direct,48,0.29,0,20,4,1
SESS012082,CUST01010,PROD0173,Electronics,163.68,NONE,NONE,NONE,2,Mobile,Organic,183,0.92,0,5,1,1
SESS012083,CUST02600,PROD0153,Home,53.77,NONE,NONE,NONE,0,Mobile,Paid,195,0.31,1,4,1,0
SESS012084,CUST02083,PROD0136,Home,22.45,PROD0067,PROD0069,PROD0040,2,Desktop,Email,269,0.44,1,27,4,0
SESS012085,CUST01884,PROD0143,Electronics,232.98,PROD0147,PROD0092,PROD0040,0,Mobile,Paid,145,0.13,0,12,4,0
SESS012086,CUST02809,PROD0063,Home,30.68,NONE,NONE,NONE,1,Mobile,Social,70,0.29,0,10,1,1
SESS012087,CUST01751,PROD0024,Electronics,60.8,PROD0128,PROD0152,NONE,1,Mobile,Social,87,0.41,1,29,3,1
SESS012088,CUST01084,PROD0146,Clothing,57.29,PROD0107,PROD0186,PROD0068,1,Desktop,Paid,85,0.53,0,35,5,1
SESS012089,CUST01377,PROD0079,Home,11.6,NONE,NONE,NONE,0,Mobile,Direct,126,0.63,1,8,1,0
SESS012090,CUST02477,PROD0179,Electronics,18.27,PROD0192,PROD0091,NONE,0,Mobile,Paid,186,0.58,0,19,3,1
SESS012091,CUST02914,PROD0160,Home,55.15,PROD0091,PROD0117,PROD0188,0,Mobile,Email,189,0.26,1,5,5,0
SESS012092,CUST02077,PROD0030,Books,131.59,PROD0045,PROD0115,NONE,0,Desktop,Paid,186,0.8,0,15,3,1
SESS012093,CUST02971,PROD0050,Sports,48.56,PROD0186,PROD0028,NONE,0,Desktop,Email,286,0.37,0,38,3,0
SESS012094,CUST02020,PROD0182,Clothing,44.05,PROD0074,PROD0175,PROD0187,1,Tablet,Direct,246,0.26,0,22,5,1
SESS012095,CUST02699,PROD0037,Books,35.6,PROD0113,PROD0187,PROD0028,0,Desktop,Direct,231,0.83,1,23,7,1
SESS012096,CUST02168,PROD0059,Home,82.26,PROD0034,PROD0038,PROD0175,3,Desktop,Organic,186,0.49,0,37,6,1
SESS012097,CUST01147,PROD0007,Electronics,7.76,PROD0042,PROD0055,PROD0154,1,Mobile,Organic,172,0.24,0,2,6,0
SESS012098,CUST00855,PROD0101,Home,57.48,PROD0171,PROD0034,PROD0122,1,Desktop,Organic,101,0.26,1,33,4,0
SESS012099,CUST01588,PROD0027,Home,79.9,PROD0119,PROD0105,PROD0070,0,Mobile,Paid,269,0.47,1,44,4,0
SESS012100,CUST02911,PROD0008,Sports,88.48,PROD0197,PROD0171,NONE,1,Tablet,Organic,100,0.27,0,17,3,0
SESS012101,CUST01134,PROD0011,Books,43.18,PROD0072,PROD0187,PROD0100,0,Mobile,Organic,22,0.83,0,21,5,1
SESS012102,CUST01378,PROD0170,Electronics,91.75,NONE,NONE,NONE,0,Desktop,Social,109,0.11,0,36,1,0
SESS012103,CUST01502,PROD0026,Home,89.06,PROD0021,PROD0042,NONE,1,Mobile,Organic,200,0.79,1,27,3,1
SESS012104,CUST02263,PROD0097,Sports,15.67,PROD0060,PROD0130,PROD0021,0,Desktop,Paid,9,0.52,1,24,4,0
SESS012105,CUST00503,PROD0005,Clothing,37.69,PROD0090,NONE,NONE,1,Desktop,Direct,160,0.36,1,28,2,0
SESS012106,CUST00027,PROD0035,Books,61.58,PROD0182,PROD0034,PROD0137,0,Tablet,Direct,185,0.7,0,38,5,1
SESS012107,CUST02943,PROD0155,Sports,150.94,PROD0042,PROD0010,PROD0123,1,Mobile,Paid,298,0.48,0,44,7,1
SESS012108,CUST02662,PROD0075,Electronics,54.39,PROD0174,PROD0163,NONE,2,Tablet,Direct,297,0.49,0,9,3,0
SESS012109,CUST01387,PROD0151,Sports,30.73,PROD0092,PROD0044,PROD0135,0,Desktop,Direct,72,0.34,0,15,5,0
SESS012110,CUST02942,PROD0035,Books,61.58,PROD0114,PROD0200,PROD0108,0,Mobile,Organic,104,0.95,1,4,4,0
SESS012111,CUST02009,PROD0124,Electronics,124.71,PROD0070,PROD0047,NONE,2,Desktop,Organic,114,0.11,0,7,3,1
SESS012112,CUST00845,PROD0160,Home,55.15,PROD0054,PROD0082,NONE,0,Desktop,Paid,125,0.23,0,24,3,1
SESS012113,CUST02864,PROD0068,Sports,60.05,PROD0056,PROD0193,PROD0059,1,Mobile,Social,102,0.67,0,20,7,0
SESS012114,CUST02617,PROD0117,Books,19.38,PROD0050,PROD0188,PROD0035,0,Mobile,Email,191,0.23,1,32,7,1
SESS012115,CUST02931,PROD0113,Home,30.43,PROD0134,PROD0056,NONE,0,Tablet,Organic,19,0.37,0,21,3,0
SESS012116,CUST02491,PROD0108,Electronics,28.94,PROD0198,PROD0192,PROD0149,0,Desktop,Direct,226,0.44,0,27,7,1
SESS012117,CUST00767,PROD0021,Books,16.73,PROD0089,PROD0031,PROD0011,0,Mobile,Direct,54,0.97,0,18,4,0
SESS012118,CUST00049,PROD0036,Books,49.86,PROD0098,PROD0001,PROD0126,0,Mobile,Paid,89,0.75,1,44,6,1
SESS012119,CUST01807,PROD0194,Home,17.24,PROD0043,PROD0018,PROD0066,1,Desktop,Organic,14,0.44,0,43,6,1
SESS012120,CUST00794,PROD0161,Electronics,337.18,NONE,NONE,NONE,0,Desktop,Organic,28,0.74,0,38,1,1
SESS012121,CUST02567,PROD0065,Home,29.18,NONE,NONE,NONE,2,Mobile,Organic,265,0.86,0,27,1,1
SESS012122,CUST02855,PROD0134,Sports,210.7,PROD0099,PROD0146,PROD0171,0,Desktop,Social,220,0.32,1,33,4,0
SESS012123,CUST01568,PROD0088,Clothing,28.48,NONE,NONE,NONE,1,Desktop,Paid,43,0.59,0,25,1,0
SESS012124,CUST00888,PROD0128,Clothing,64.46,PROD0018,PROD0093,PROD0092,2,Mobile,Organic,208,0.38,0,39,4,0
SESS012125,CUST01952,PROD0064,Clothing,43.99,PROD0029,PROD0007,PROD0092,3,Mobile,Paid,214,0.84,0,30,7,0
SESS012126,CUST00744,PROD0002,Home,70.47,PROD0144,PROD0146,PROD0050,0,Mobile,Email,270,0.48,1,43,6,0
SESS012127,CUST00269,PROD0143,Electronics,232.98,PROD0117,NONE,NONE,1,Mobile,Paid,118,0.35,0,21,2,0
SESS012128,CUST00910,PROD0008,Sports,88.48,PROD0171,PROD0146,PROD0093,2,Mobile,Organic,205,0.83,0,15,4,1
SESS012129,CUST00212,PROD0122,Clothing,76.03,NONE,NONE,NONE,0,Desktop,Direct,193,0.9,1,34,1,1
SESS012130,CUST02551,PROD0054,Electronics,51.04,PROD0060,PROD0120,PROD0116,1,Mobile,Social,131,0.5,0,23,4,0
SESS012131,CUST00933,PROD0027,Home,79.9,PROD0034,PROD0157,PROD0122,0,Mobile,Paid,41,0.15,0,10,5,1
SESS012132,CUST00790,PROD0071,Electronics,31.69,PROD0022,PROD0190,PROD0080,0,Mobile,Direct,163,0.14,1,22,4,0
SESS012133,CUST02119,PROD0088,Clothing,28.48,NONE,NONE,NONE,0,Mobile,Social,67,0.93,1,21,1,1
SESS012134,CUST00212,PROD0197,Home,79.38,NONE,NONE,NONE,0,Desktop,Organic,184,0.39,0,44,1,0
SESS012135,CUST00655,PROD0176,Books,37.06,PROD0177,NONE,NONE,1,Mobile,Organic,100,0.2,0,27,2,0
SESS012136,CUST01860,PROD0172,Electronics,63.54,NONE,NONE,NONE,2,Mobile,Organic,28,0.74,0,13,1,0
SESS012137,CUST01529,PROD0156,Electronics,101.16,PROD0164,NONE,NONE,0,Desktop,Social,194,0.55,0,11,2,0
SESS012138,CUST02854,PROD0007,Electronics,7.76,PROD0135,NONE,NONE,1,Mobile,Social,297,0.14,0,13,2,0
SESS012139,CUST00612,PROD0106,Clothing,11.11,PROD0140,PROD0184,PROD0005,2,Mobile,Organic,35,0.79,1,13,5,1
SESS012140,CUST00002,PROD0156,Electronics,101.16,PROD0016,PROD0121,NONE,1,Desktop,Social,220,0.47,0,31,3,0
SESS012141,CUST00618,PROD0045,Sports,18.55,PROD0008,NONE,NONE,0,Desktop,Paid,283,0.88,1,39,2,1
SESS012142,CUST02297,PROD0168,Sports,244.92,NONE,NONE,NONE,1,Mobile,Organic,32,0.22,0,26,1,0
SESS012143,CUST02574,PROD0123,Home,88.79,PROD0022,PROD0041,PROD0193,1,Mobile,Paid,95,0.25,1,3,7,1
SESS012144,CUST00497,PROD0134,Sports,210.7,PROD0150,PROD0193,PROD0072,0,Mobile,Paid,193,0.78,1,21,7,1
SESS012145,CUST01423,PROD0047,Books,22.71,PROD0063,NONE,NONE,1,Tablet,Social,63,0.58,1,1,2,0
SESS012146,CUST02443,PROD0165,Clothing,18.5,PROD0180,PROD0083,PROD0146,0,Desktop,Paid,98,0.39,0,39,5,1
SESS012147,CUST01694,PROD0198,Home,55.26,PROD0010,PROD0034,PROD0061,0,Mobile,Social,178,0.8,1,7,4,0
SESS012148,CUST00859,PROD0020,Sports,62.62,PROD0084,PROD0159,PROD0200,0,Desktop,Direct,274,0.3,1,31,5,1
SESS012149,CUST02556,PROD0133,Electronics,243.8,PROD0185,NONE,NONE,0,Mobile,Organic,194,0.73,0,31,2,0
SESS012150,CUST01903,PROD0090,Home,23.01,NONE,NONE,NONE,1,Mobile,Paid,196,0.46,1,31,1,0
SESS012151,CUST00471,PROD0118,Clothing,50.19,NONE,NONE,NONE,0,Desktop,Social,220,0.78,0,9,1,1
SESS012152,CUST01478,PROD0115,Sports,77.87,PROD0159,NONE,NONE,0,Mobile,Organic,288,0.65,1,18,2,0
SESS012153,CUST00122,PROD0051,Clothing,29.77,PROD0043,PROD0051,PROD0004,0,Mobile,Organic,205,0.62,0,24,4,0
SESS012154,CUST02257,PROD0135,Books,100.64,PROD0138,PROD0015,NONE,0,Mobile,Paid,103,0.61,0,19,3,0
SESS012155,CUST01778,PROD0001,Sports,22.43,PROD0155,PROD0073,NONE,0,Desktop,Paid,23,0.53,0,31,3,0
SESS012156,CUST00275,PROD0120,Home,83.07,PROD0087,PROD0004,PROD0044,0,Desktop,Paid,125,0.59,1,25,7,0
SESS012157,CUST01146,PROD0032,Home,128.46,PROD0057,PROD0007,PROD0013,0,Mobile,Organic,134,0.75,1,14,6,0
SESS012158,CUST01818,PROD0132,Sports,36.43,PROD0161,PROD0140,PROD0109,1,Mobile,Organic,202,0.86,0,31,4,1
SESS012159,CUST02022,PROD0167,Home,71.77,PROD0090,NONE,NONE,1,Mobile,Organic,147,0.23,0,14,2,1
SESS012160,CUST02113,PROD0180,Clothing,83.8,PROD0125,PROD0084,NONE,1,Desktop,Direct,35,0.61,0,23,3,0
SESS012161,CUST01396,PROD0175,Books,65.04,PROD0139,PROD0087,PROD0002,0,Tablet,Organic,117,0.96,0,36,5,0
SESS012162,CUST02408,PROD0087,Books,33.53,PROD0148,PROD0193,PROD0025,0,Mobile,Direct,119,0.73,0,2,4,1
SESS012163,CUST01244,PROD0086,Sports,188.15,PROD0012,PROD0076,PROD0159,1,Desktop,Organic,70,0.66,0,2,5,1
SESS012164,CUST01793,PROD0046,Home,24.16,PROD0064,PROD0101,NONE,2,Mobile,Social,155,0.56,0,35,3,0
SESS012165,CUST01689,PROD0160,Home,55.15,PROD0075,NONE,NONE,0,Desktop,Organic,118,0.19,0,13,2,0
SESS012166,CUST02774,PROD0101,Home,57.48,PROD0033,NONE,NONE,1,Desktop,Organic,38,0.78,1,9,2,0
SESS012167,CUST01825,PROD0046,Home,24.16,PROD0129,PROD0110,NONE,1,Mobile,Paid,197,0.7,1,6,3,0
SESS012168,CUST01390,PROD0027,Home,79.9,PROD0139,PROD0032,PROD0074,0,Mobile,Organic,252,0.43,0,34,5,0
SESS012169,CUST02826,PROD0035,Books,61.58,PROD0011,PROD0079,PROD0058,0,Mobile,Direct,166,0.96,0,2,4,1
SESS012170,CUST02668,PROD0142,Books,28.68,PROD0070,PROD0196,NONE,0,Mobile,Paid,205,0.44,0,41,3,0
SESS012171,CUST02713,PROD0083,Books,88.73,PROD0012,PROD0175,NONE,1,Desktop,Organic,117,0.75,1,5,3,1
SESS012172,CUST02822,PROD0067,Sports,13.9,PROD0103,PROD0038,PROD0028,0,Mobile,Email,262,0.36,0,38,6,0
SESS012173,CUST01995,PROD0099,Books,61.55,PROD0067,PROD0170,NONE,1,Mobile,Email,120,0.8,1,7,3,1
SESS012174,CUST00793,PROD0076,Home,40.18,NONE,NONE,NONE,1,Mobile,Paid,282,0.43,1,15,1,0
SESS012175,CUST02478,PROD0052,Home,78.72,PROD0147,PROD0074,PROD0028,0,Desktop,Organic,76,0.62,0,38,6,1
SESS012176,CUST01744,PROD0184,Books,62.36,PROD0193,PROD0097,NONE,0,Mobile,Direct,55,0.47,0,32,3,0
SESS012177,CUST01840,PROD0066,Clothing,42.2,NONE,NONE,NONE,0,Mobile,Social,168,0.47,0,22,1,0
SESS012178,CUST00138,PROD0114,Electronics,19.61,PROD0143,NONE,NONE,3,Mobile,Direct,28,0.62,0,42,2,0
SESS012179,CUST02781,PROD0144,Electronics,75.46,PROD0173,PROD0178,PROD0108,1,Desktop,Organic,203,0.3,0,32,4,1
SESS012180,CUST02309,PROD0131,Books,50.8,PROD0189,PROD0179,PROD0093,0,Mobile,Organic,253,0.16,1,23,6,0
SESS012181,CUST02183,PROD0081,Books,506.31,PROD0115,PROD0070,NONE,0,Desktop,Social,24,0.99,0,18,3,1
SESS012182,CUST02542,PROD0020,Sports,62.62,NONE,NONE,NONE,1,Mobile,Direct,50,0.72,0,9,1,0
SESS012183,CUST00353,PROD0014,Sports,32.84,PROD0102,PROD0166,NONE,0,Desktop,Paid,283,0.21,0,13,3,0
SESS012184,CUST01789,PROD0118,Clothing,50.19,PROD0165,PROD0039,PROD0110,0,Mobile,Paid,136,0.67,1,33,5,0
SESS012185,CUST01187,PROD0024,Electronics,60.8,PROD0130,PROD0115,PROD0160,0,Mobile,Organic,28,0.11,0,2,7,1
SESS012186,CUST00968,PROD0168,Sports,244.92,PROD0149,PROD0116,PROD0138,0,Mobile,Paid,67,0.17,0,38,7,0
SESS012187,CUST02504,PROD0082,Electronics,53.25,PROD0056,PROD0117,PROD0122,1,Mobile,Paid,287,0.26,0,8,4,0
SESS012188,CUST00215,PROD0019,Sports,98.57,PROD0041,PROD0072,PROD0148,0,Mobile,Social,212,0.77,0,28,6,0
SESS012189,CUST00872,PROD0029,Electronics,16.34,PROD0111,PROD0190,PROD0069,0,Desktop,Direct,134,0.28,0,11,7,0
SESS012190,CUST01460,PROD0174,Home,31.75,PROD0172,PROD0153,PROD0134,0,Desktop,Direct,20,0.27,0,35,4,0
SESS012191,CUST00604,PROD0067,Sports,13.9,PROD0064,PROD0113,PROD0140,0,Mobile,Direct,192,0.95,0,24,6,0
SESS012192,CUST00060,PROD0070,Home,27.74,PROD0113,PROD0001,PROD0075,0,Tablet,Paid,121,0.29,1,18,4,1
