customer_id,recency_days,frequency,monetary_value,avg_order_value,total_events,days_since_last_activity,page_views,product_views,cart_adds,engagement_score,num_support_tickets,avg_satisfaction_score,campaigns_received,email_open_rate,email_click_rate,campaign_conversions,customer_lifetime_value,churn_risk
CUST04147,1188.0,0,0.0,0.0,0,1188.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,0.0,High
CUST04148,943.0,4,836.25,209.06,0,943.0,0,0,0,0.0,3,5.0,0,0.0,0.0,0,836.25,High
CUST04149,482.0,3,732.49,244.16,0,482.0,0,0,0,0.0,0,,0,0.0,0.0,0,732.49,High
CUST04150,369.0,5,1491.31,298.26,0,369.0,0,0,0,0.0,3,4.5,0,0.0,0.0,0,1491.31,High
CUST04151,273.0,9,2276.65,252.96,0,273.0,0,0,0,0.0,0,,0,0.0,0.0,0,2276.65,High
CUST04152,600.0,3,254.85,84.95,0,600.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,254.85,High
CUST04153,1391.0,6,513.72,85.62,0,1391.0,0,0,0,0.0,0,,0,0.0,0.0,0,513.72,High
CUST04154,1502.0,3,400.46,133.49,0,1502.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,400.46,High
CUST04155,1332.0,2,408.42,204.21,0,1332.0,0,0,0,0.0,0,,0,0.0,0.0,0,408.42,High
CUST04156,435.0,1,98.02,98.02,0,435.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,98.02,High
CUST04157,912.0,8,540.53,67.57,0,912.0,0,0,0,0.0,1,2.0,0,0.0,0.0,0,540.53,High
CUST04158,39.0,3,175.7,58.57,0,39.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,175.7,Low
CUST04159,1651.0,0,0.0,0.0,0,1651.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04160,576.0,0,0.0,0.0,0,576.0,0,0,0,0.0,2,4.5,0,0.0,0.0,0,0.0,High
CUST04161,447.0,1,1360.49,1360.49,0,447.0,0,0,0,0.0,2,,0,0.0,0.0,0,1360.49,High
CUST04162,1142.0,2,267.12,133.56,0,1142.0,0,0,0,0.0,0,,0,0.0,0.0,0,267.12,High
CUST04163,141.0,4,3061.03,765.26,0,141.0,0,0,0,0.0,0,,0,0.0,0.0,0,3061.03,Medium
CUST04164,1209.0,3,1892.91,630.97,0,1209.0,0,0,0,0.0,0,,0,0.0,0.0,0,1892.91,High
CUST04165,1164.0,7,1901.54,271.65,0,1164.0,0,0,0,0.0,1,,0,0.0,0.0,0,1901.54,High
CUST04166,1140.0,6,450.84,75.14,0,1140.0,0,0,0,0.0,1,,0,0.0,0.0,0,450.84,High
CUST04167,662.0,10,2726.5,272.65,0,662.0,0,0,0,0.0,0,,0,0.0,0.0,0,2726.5,High
CUST04168,1371.0,5,729.69,145.94,0,1371.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,729.69,High
CUST04169,570.0,14,945.55,67.54,0,570.0,0,0,0,0.0,0,,0,0.0,0.0,0,945.55,High
CUST04170,1550.0,1,33.7,33.7,0,1550.0,0,0,0,0.0,0,,0,0.0,0.0,0,33.7,High
CUST04171,1246.0,1,412.34,412.34,0,1246.0,0,0,0,0.0,0,,0,0.0,0.0,0,412.34,High
CUST04172,1032.0,0,0.0,0.0,0,1032.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04173,731.0,3,1810.63,603.54,0,731.0,0,0,0,0.0,0,,0,0.0,0.0,0,1810.63,High
CUST04174,1178.0,3,501.39,167.13,0,1178.0,0,0,0,0.0,2,3.0,0,0.0,0.0,0,501.39,High
CUST04175,1392.0,0,0.0,0.0,0,1392.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04176,537.0,8,1526.01,190.75,0,537.0,0,0,0,0.0,0,,0,0.0,0.0,0,1526.01,High
CUST04177,1350.0,6,1187.46,197.91,0,1350.0,0,0,0,0.0,0,,0,0.0,0.0,0,1187.46,High
CUST04178,508.0,20,5289.7,264.48,0,508.0,0,0,0,0.0,0,,0,0.0,0.0,0,5289.7,High
CUST04179,418.0,8,2969.44,371.18,0,418.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,2969.44,High
CUST04180,1488.0,10,1175.81,117.58,0,1488.0,0,0,0,0.0,0,,0,0.0,0.0,0,1175.81,High
CUST04181,146.0,9,647.32,71.92,0,146.0,0,0,0,0.0,5,3.5,0,0.0,0.0,0,647.32,Medium
CUST04182,820.0,2,257.07,128.54,0,820.0,0,0,0,0.0,0,,0,0.0,0.0,0,257.07,High
CUST04183,656.0,0,0.0,0.0,0,656.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04184,1721.0,0,0.0,0.0,0,1721.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04185,662.0,1,94.96,94.96,0,662.0,0,0,0,0.0,2,3.0,0,0.0,0.0,0,94.96,High
CUST04186,340.0,6,700.72,116.79,0,340.0,0,0,0,0.0,0,,0,0.0,0.0,0,700.72,High
CUST04187,10.0,12,914.23,76.19,0,10.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,914.23,Low
CUST04188,234.0,1,187.44,187.44,0,234.0,0,0,0,0.0,0,,0,0.0,0.0,0,187.44,High
CUST04189,6.0,9,1046.82,116.31,0,6.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,1046.82,Low
CUST04190,37.0,1,2190.94,2190.94,0,37.0,0,0,0,0.0,2,,0,0.0,0.0,0,2190.94,Low
CUST04191,204.0,3,182.09,60.7,0,204.0,0,0,0,0.0,0,,0,0.0,0.0,0,182.09,High
CUST04192,1841.0,0,0.0,0.0,0,1841.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04193,213.0,8,1260.11,157.51,0,213.0,0,0,0,0.0,1,,0,0.0,0.0,0,1260.11,High
CUST04194,271.0,6,549.48,91.58,0,271.0,0,0,0,0.0,0,,0,0.0,0.0,0,549.48,High
CUST04195,1877.0,1,27.83,27.83,0,1877.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,27.83,High
CUST04196,123.0,3,603.57,201.19,0,123.0,0,0,0,0.0,0,,0,0.0,0.0,0,603.57,Medium
CUST04197,314.0,4,170.36,42.59,0,314.0,0,0,0,0.0,0,,0,0.0,0.0,0,170.36,High
CUST04198,764.0,10,6479.16,647.92,0,764.0,0,0,0,0.0,0,,0,0.0,0.0,0,6479.16,High
CUST04199,1106.0,5,1785.15,357.03,0,1106.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,1785.15,High
CUST04200,726.0,7,442.65,63.24,0,726.0,0,0,0,0.0,0,,0,0.0,0.0,0,442.65,High
CUST04201,197.0,5,859.44,171.89,0,197.0,0,0,0,0.0,0,,0,0.0,0.0,0,859.44,High
CUST04202,228.0,9,1400.33,155.59,0,228.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,1400.33,High
CUST04203,130.0,3,1654.03,551.34,0,130.0,0,0,0,0.0,0,,0,0.0,0.0,0,1654.03,Medium
CUST04204,1407.0,8,2175.96,272.0,0,1407.0,0,0,0,0.0,3,,0,0.0,0.0,0,2175.96,High
CUST04205,388.0,2,87.25,43.62,0,388.0,0,0,0,0.0,0,,0,0.0,0.0,0,87.25,High
CUST04206,733.0,5,304.52,60.9,0,733.0,0,0,0,0.0,0,,0,0.0,0.0,0,304.52,High
CUST04207,54.0,4,872.39,218.1,0,54.0,0,0,0,0.0,0,,0,0.0,0.0,0,872.39,Low
CUST04208,947.0,0,0.0,0.0,0,947.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,0.0,High
CUST04209,1586.0,1,149.12,149.12,0,1586.0,0,0,0,0.0,0,,0,0.0,0.0,0,149.12,High
CUST04210,873.0,1,55.87,55.87,0,873.0,0,0,0,0.0,0,,0,0.0,0.0,0,55.87,High
CUST04211,1656.0,7,890.32,127.19,0,1656.0,0,0,0,0.0,0,,0,0.0,0.0,0,890.32,High
CUST04212,520.0,10,2174.85,217.48,0,520.0,0,0,0,0.0,0,,0,0.0,0.0,0,2174.85,High
CUST04213,738.0,8,1068.83,133.6,0,738.0,0,0,0,0.0,0,,0,0.0,0.0,0,1068.83,High
CUST04214,319.0,1,96.56,96.56,0,319.0,0,0,0,0.0,0,,0,0.0,0.0,0,96.56,High
CUST04215,66.0,4,2103.38,525.84,0,66.0,0,0,0,0.0,2,2.0,0,0.0,0.0,0,2103.38,Low
CUST04216,1156.0,4,638.26,159.56,0,1156.0,0,0,0,0.0,2,3.0,0,0.0,0.0,0,638.26,High
CUST04217,1898.0,0,0.0,0.0,0,1898.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,0.0,High
CUST04218,1002.0,8,1148.44,143.56,0,1002.0,0,0,0,0.0,0,,0,0.0,0.0,0,1148.44,High
CUST04219,553.0,1,20.66,20.66,0,553.0,0,0,0,0.0,0,,0,0.0,0.0,0,20.66,High
CUST04220,154.0,4,561.69,140.42,0,154.0,0,0,0,0.0,0,,0,0.0,0.0,0,561.69,Medium
CUST04221,236.0,7,776.18,110.88,0,236.0,0,0,0,0.0,0,,0,0.0,0.0,0,776.18,High
CUST04222,919.0,0,0.0,0.0,0,919.0,0,0,0,0.0,3,4.0,0,0.0,0.0,0,0.0,High
CUST04223,22.0,15,8570.56,571.37,0,22.0,0,0,0,0.0,2,5.0,0,0.0,0.0,0,8570.56,Low
CUST04224,470.0,11,3458.29,314.39,0,470.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,3458.29,High
CUST04225,235.0,6,644.96,107.49,0,235.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,644.96,High
CUST04226,1930.0,0,0.0,0.0,0,1930.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04227,874.0,3,270.59,90.2,0,874.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,270.59,High
CUST04228,944.0,7,869.95,124.28,0,944.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,869.95,High
CUST04229,371.0,12,1710.49,142.54,0,371.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,1710.49,High
CUST04230,1172.0,12,3833.14,319.43,0,1172.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,3833.14,High
CUST04231,588.0,0,0.0,0.0,0,588.0,0,0,0,0.0,1,,0,0.0,0.0,0,0.0,High
CUST04232,10.0,12,1472.52,122.71,0,10.0,0,0,0,0.0,0,,0,0.0,0.0,0,1472.52,Low
CUST04233,773.0,0,0.0,0.0,0,773.0,0,0,0,0.0,2,4.5,0,0.0,0.0,0,0.0,High
CUST04234,736.0,4,264.18,66.04,0,736.0,0,0,0,0.0,0,,0,0.0,0.0,0,264.18,High
CUST04235,978.0,2,204.84,102.42,0,978.0,0,0,0,0.0,0,,0,0.0,0.0,0,204.84,High
CUST04236,880.0,3,2833.88,944.63,0,880.0,0,0,0,0.0,0,,0,0.0,0.0,0,2833.88,High
CUST04237,684.0,0,0.0,0.0,0,684.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04238,1705.0,5,612.99,122.6,0,1705.0,0,0,0,0.0,0,,0,0.0,0.0,0,612.99,High
CUST04239,1513.0,2,111.93,55.96,0,1513.0,0,0,0,0.0,3,4.67,0,0.0,0.0,0,111.93,High
CUST04240,79.0,2,206.33,103.16,0,79.0,0,0,0,0.0,3,3.33,0,0.0,0.0,0,206.33,Low
CUST04241,571.0,7,2182.93,311.85,0,571.0,0,0,0,0.0,0,,0,0.0,0.0,0,2182.93,High
CUST04242,603.0,10,3192.91,319.29,0,603.0,0,0,0,0.0,0,,0,0.0,0.0,0,3192.91,High
CUST04243,764.0,1,195.81,195.81,0,764.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,195.81,High
CUST04244,513.0,9,2151.7,239.08,0,513.0,0,0,0,0.0,0,,0,0.0,0.0,0,2151.7,High
CUST04245,899.0,7,3673.19,524.74,0,899.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,3673.19,High
CUST04246,1070.0,0,0.0,0.0,0,1070.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04247,158.0,4,1026.89,256.72,0,158.0,0,0,0,0.0,1,1.0,0,0.0,0.0,0,1026.89,Medium
CUST04248,850.0,5,1313.54,262.71,0,850.0,0,0,0,0.0,0,,0,0.0,0.0,0,1313.54,High
CUST04249,1440.0,4,1611.25,402.81,0,1440.0,0,0,0,0.0,0,,0,0.0,0.0,0,1611.25,High
CUST04250,319.0,2,204.85,102.43,0,319.0,0,0,0,0.0,0,,0,0.0,0.0,0,204.85,High
CUST04251,510.0,8,975.73,121.97,0,510.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,975.73,High
CUST04252,865.0,1,220.1,220.1,0,865.0,0,0,0,0.0,0,,0,0.0,0.0,0,220.1,High
CUST04253,886.0,0,0.0,0.0,0,886.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04254,1542.0,3,704.94,234.98,0,1542.0,0,0,0,0.0,0,,0,0.0,0.0,0,704.94,High
CUST04255,56.0,5,1604.74,320.95,0,56.0,0,0,0,0.0,0,,0,0.0,0.0,0,1604.74,Low
CUST04256,1096.0,20,3671.48,183.57,0,1096.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,3671.48,High
CUST04257,206.0,6,652.24,108.71,0,206.0,0,0,0,0.0,0,,0,0.0,0.0,0,652.24,High
CUST04258,582.0,9,663.15,73.68,0,582.0,0,0,0,0.0,3,5.0,0,0.0,0.0,0,663.15,High
CUST04259,1391.0,3,285.02,95.01,0,1391.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,285.02,High
CUST04260,718.0,8,2047.88,255.98,0,718.0,0,0,0,0.0,0,,0,0.0,0.0,0,2047.88,High
CUST04261,973.0,0,0.0,0.0,0,973.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04262,457.0,2,281.13,140.56,0,457.0,0,0,0,0.0,0,,0,0.0,0.0,0,281.13,High
CUST04263,456.0,4,459.24,114.81,0,456.0,0,0,0,0.0,0,,0,0.0,0.0,0,459.24,High
CUST04264,570.0,0,0.0,0.0,0,570.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04265,1359.0,12,4940.43,411.7,0,1359.0,0,0,0,0.0,4,4.5,0,0.0,0.0,0,4940.43,High
CUST04266,900.0,4,447.07,111.77,0,900.0,0,0,0,0.0,0,,0,0.0,0.0,0,447.07,High
CUST04267,64.0,4,887.39,221.85,0,64.0,0,0,0,0.0,3,3.0,0,0.0,0.0,0,887.39,Low
CUST04268,552.0,3,271.6,90.53,0,552.0,0,0,0,0.0,3,4.33,0,0.0,0.0,0,271.6,High
CUST04269,843.0,6,1635.47,272.58,0,843.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,1635.47,High
CUST04270,1176.0,8,1207.8,150.98,0,1176.0,0,0,0,0.0,0,,0,0.0,0.0,0,1207.8,High
CUST04271,74.0,10,737.77,73.78,0,74.0,0,0,0,0.0,2,5.0,0,0.0,0.0,0,737.77,Low
CUST04272,1276.0,5,360.27,72.05,0,1276.0,0,0,0,0.0,0,,0,0.0,0.0,0,360.27,High
CUST04273,909.0,0,0.0,0.0,0,909.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04274,200.0,8,2866.74,358.34,0,200.0,0,0,0,0.0,0,,0,0.0,0.0,0,2866.74,High
CUST04275,5.0,4,461.44,115.36,0,5.0,0,0,0,0.0,4,3.0,0,0.0,0.0,0,461.44,Low
CUST04276,996.0,6,1136.55,189.42,0,996.0,0,0,0,0.0,0,,0,0.0,0.0,0,1136.55,High
CUST04277,1076.0,0,0.0,0.0,0,1076.0,0,0,0,0.0,3,4.0,0,0.0,0.0,0,0.0,High
CUST04278,38.0,1,1323.75,1323.75,0,38.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,1323.75,Low
CUST04279,639.0,0,0.0,0.0,0,639.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04280,1252.0,5,426.12,85.22,0,1252.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,426.12,High
CUST04281,277.0,6,1632.41,272.07,0,277.0,0,0,0,0.0,0,,0,0.0,0.0,0,1632.41,High
CUST04282,1073.0,6,1127.51,187.92,0,1073.0,0,0,0,0.0,2,3.0,0,0.0,0.0,0,1127.51,High
CUST04283,1343.0,5,2320.23,464.05,0,1343.0,0,0,0,0.0,0,,0,0.0,0.0,0,2320.23,High
CUST04284,1317.0,3,465.39,155.13,0,1317.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,465.39,High
CUST04285,822.0,0,0.0,0.0,0,822.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04286,793.0,4,682.06,170.52,0,793.0,0,0,0,0.0,0,,0,0.0,0.0,0,682.06,High
CUST04287,515.0,5,500.93,100.19,0,515.0,0,0,0,0.0,0,,0,0.0,0.0,0,500.93,High
CUST04288,851.0,11,1955.06,177.73,0,851.0,0,0,0,0.0,0,,0,0.0,0.0,0,1955.06,High
CUST04289,405.0,6,1284.42,214.07,0,405.0,0,0,0,0.0,4,3.5,0,0.0,0.0,0,1284.42,High
CUST04290,244.0,1,88.15,88.15,0,244.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,88.15,High
CUST04291,1543.0,0,0.0,0.0,0,1543.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04292,411.0,4,445.96,111.49,0,411.0,0,0,0,0.0,3,3.0,0,0.0,0.0,0,445.96,High
CUST04293,203.0,3,464.98,154.99,0,203.0,0,0,0,0.0,1,,0,0.0,0.0,0,464.98,High
CUST04294,655.0,20,2662.05,133.1,0,655.0,0,0,0,0.0,1,3.0,0,0.0,0.0,0,2662.05,High
CUST04295,624.0,9,1062.84,118.09,0,624.0,0,0,0,0.0,0,,0,0.0,0.0,0,1062.84,High
CUST04296,162.0,1,81.74,81.74,0,162.0,0,0,0,0.0,0,,0,0.0,0.0,0,81.74,Medium
CUST04297,149.0,2,553.45,276.73,0,149.0,0,0,0,0.0,1,2.0,0,0.0,0.0,0,553.45,Medium
CUST04298,768.0,8,1112.56,139.07,0,768.0,0,0,0,0.0,0,,0,0.0,0.0,0,1112.56,High
CUST04299,630.0,2,2751.12,1375.56,0,630.0,0,0,0,0.0,0,,0,0.0,0.0,0,2751.12,High
CUST04300,1057.0,8,751.94,93.99,0,1057.0,0,0,0,0.0,0,,0,0.0,0.0,0,751.94,High
CUST04301,1015.0,2,366.25,183.12,0,1015.0,0,0,0,0.0,0,,0,0.0,0.0,0,366.25,High
CUST04302,1256.0,15,4390.23,292.68,0,1256.0,0,0,0,0.0,0,,0,0.0,0.0,0,4390.23,High
CUST04303,1099.0,1,99.18,99.18,0,1099.0,0,0,0,0.0,2,3.0,0,0.0,0.0,0,99.18,High
CUST04304,365.0,3,521.28,173.76,0,365.0,0,0,0,0.0,0,,0,0.0,0.0,0,521.28,High
CUST04305,74.0,3,322.6,107.53,0,74.0,0,0,0,0.0,3,3.0,0,0.0,0.0,0,322.6,Low
CUST04306,2.0,19,4169.43,219.44,0,2.0,0,0,0,0.0,1,,0,0.0,0.0,0,4169.43,Low
CUST04307,384.0,4,214.66,53.66,0,384.0,0,0,0,0.0,0,,0,0.0,0.0,0,214.66,High
CUST04308,1251.0,1,135.76,135.76,0,1251.0,0,0,0,0.0,0,,0,0.0,0.0,0,135.76,High
CUST04309,1323.0,8,1867.98,233.5,0,1323.0,0,0,0,0.0,0,,0,0.0,0.0,0,1867.98,High
CUST04310,1283.0,4,1200.51,300.13,0,1283.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,1200.51,High
CUST04311,1381.0,0,0.0,0.0,0,1381.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04312,1062.0,9,1651.74,183.53,0,1062.0,0,0,0,0.0,0,,0,0.0,0.0,0,1651.74,High
CUST04313,315.0,12,1070.67,89.22,0,315.0,0,0,0,0.0,0,,0,0.0,0.0,0,1070.67,High
CUST04314,557.0,0,0.0,0.0,0,557.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04315,1762.0,0,0.0,0.0,0,1762.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,0.0,High
CUST04316,1363.0,0,0.0,0.0,0,1363.0,0,0,0,0.0,2,3.5,0,0.0,0.0,0,0.0,High
CUST04317,253.0,10,3105.52,310.55,0,253.0,0,0,0,0.0,0,,0,0.0,0.0,0,3105.52,High
CUST04318,1181.0,0,0.0,0.0,0,1181.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04319,967.0,3,343.88,114.63,0,967.0,0,0,0,0.0,0,,0,0.0,0.0,0,343.88,High
CUST04320,651.0,1,27.02,27.02,0,651.0,0,0,0,0.0,0,,0,0.0,0.0,0,27.02,High
CUST04321,1120.0,5,1053.85,210.77,0,1120.0,0,0,0,0.0,0,,0,0.0,0.0,0,1053.85,High
CUST04322,1385.0,5,865.74,173.15,0,1385.0,0,0,0,0.0,0,,0,0.0,0.0,0,865.74,High
CUST04323,812.0,4,967.52,241.88,0,812.0,0,0,0,0.0,2,4.5,0,0.0,0.0,0,967.52,High
CUST04324,231.0,3,1425.05,475.02,0,231.0,0,0,0,0.0,0,,0,0.0,0.0,0,1425.05,High
CUST04325,1823.0,0,0.0,0.0,0,1823.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04326,1036.0,3,510.03,170.01,0,1036.0,0,0,0,0.0,0,,0,0.0,0.0,0,510.03,High
CUST04327,853.0,1,188.56,188.56,0,853.0,0,0,0,0.0,5,3.0,0,0.0,0.0,0,188.56,High
CUST04328,1511.0,1,13.31,13.31,0,1511.0,0,0,0,0.0,0,,0,0.0,0.0,0,13.31,High
CUST04329,1079.0,0,0.0,0.0,0,1079.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04330,202.0,3,92.91,30.97,0,202.0,0,0,0,0.0,0,,0,0.0,0.0,0,92.91,High
CUST04331,2012.0,0,0.0,0.0,0,2012.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04332,250.0,3,2282.61,760.87,0,250.0,0,0,0,0.0,0,,0,0.0,0.0,0,2282.61,High
CUST04333,1743.0,0,0.0,0.0,0,1743.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04334,894.0,3,365.17,121.72,0,894.0,0,0,0,0.0,0,,0,0.0,0.0,0,365.17,High
CUST04335,1170.0,0,0.0,0.0,0,1170.0,0,0,0,0.0,2,4.5,0,0.0,0.0,0,0.0,High
CUST04336,917.0,0,0.0,0.0,0,917.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04337,655.0,12,3820.28,318.36,0,655.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,3820.28,High
CUST04338,1134.0,7,1711.72,244.53,0,1134.0,0,0,0,0.0,0,,0,0.0,0.0,0,1711.72,High
CUST04339,218.0,4,879.98,220.0,0,218.0,0,0,0,0.0,0,,0,0.0,0.0,0,879.98,High
CUST04340,98.0,6,1310.1,218.35,0,98.0,0,0,0,0.0,0,,0,0.0,0.0,0,1310.1,Medium
CUST04341,337.0,1,158.85,158.85,0,337.0,0,0,0,0.0,2,1.0,0,0.0,0.0,0,158.85,High
CUST04342,1321.0,3,246.09,82.03,0,1321.0,0,0,0,0.0,0,,0,0.0,0.0,0,246.09,High
CUST04343,1112.0,0,0.0,0.0,0,1112.0,0,0,0,0.0,2,3.5,0,0.0,0.0,0,0.0,High
CUST04344,777.0,7,1235.76,176.54,0,777.0,0,0,0,0.0,3,3.0,0,0.0,0.0,0,1235.76,High
CUST04345,691.0,0,0.0,0.0,0,691.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04346,736.0,1,197.6,197.6,0,736.0,0,0,0,0.0,0,,0,0.0,0.0,0,197.6,High
CUST04347,1610.0,4,679.63,169.91,0,1610.0,0,0,0,0.0,2,3.5,0,0.0,0.0,0,679.63,High
CUST04348,1237.0,4,940.06,235.02,0,1237.0,0,0,0,0.0,2,,0,0.0,0.0,0,940.06,High
CUST04349,881.0,0,0.0,0.0,0,881.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04350,99.0,6,5597.5,932.92,0,99.0,0,0,0,0.0,0,,0,0.0,0.0,0,5597.5,Medium
CUST04351,243.0,1,147.36,147.36,0,243.0,0,0,0,0.0,0,,0,0.0,0.0,0,147.36,High
CUST04352,1097.0,12,3200.46,266.7,0,1097.0,0,0,0,0.0,0,,0,0.0,0.0,0,3200.46,High
CUST04353,10.0,10,2696.22,269.62,0,10.0,0,0,0,0.0,0,,0,0.0,0.0,0,2696.22,Low
CUST04354,470.0,1,12.89,12.89,0,470.0,0,0,0,0.0,0,,0,0.0,0.0,0,12.89,High
CUST04355,1022.0,0,0.0,0.0,0,1022.0,0,0,0,0.0,1,,0,0.0,0.0,0,0.0,High
CUST04356,971.0,4,999.12,249.78,0,971.0,0,0,0,0.0,2,4.0,0,0.0,0.0,0,999.12,High
CUST04357,354.0,10,3764.8,376.48,0,354.0,0,0,0,0.0,0,,0,0.0,0.0,0,3764.8,High
CUST04358,524.0,0,0.0,0.0,0,524.0,0,0,0,0.0,1,5.0,0,0.0,0.0,0,0.0,High
CUST04359,1082.0,11,1924.97,175.0,0,1082.0,0,0,0,0.0,0,,0,0.0,0.0,0,1924.97,High
CUST04360,624.0,3,129.73,43.24,0,624.0,0,0,0,0.0,4,4.0,0,0.0,0.0,0,129.73,High
CUST04361,668.0,2,186.96,93.48,0,668.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,186.96,High
CUST04362,1900.0,2,206.85,103.42,0,1900.0,0,0,0,0.0,0,,0,0.0,0.0,0,206.85,High
CUST04363,395.0,0,0.0,0.0,0,395.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,0.0,High
CUST04364,456.0,7,1709.73,244.25,0,456.0,0,0,0,0.0,0,,0,0.0,0.0,0,1709.73,High
CUST04365,1008.0,11,1314.42,119.49,0,1008.0,0,0,0,0.0,2,,0,0.0,0.0,0,1314.42,High
CUST04366,1496.0,7,2036.21,290.89,0,1496.0,0,0,0,0.0,0,,0,0.0,0.0,0,2036.21,High
CUST04367,1419.0,0,0.0,0.0,0,1419.0,0,0,0,0.0,0,,0,0.0,0.0,0,0.0,High
CUST04368,7.0,3,1615.09,538.36,0,7.0,0,0,0,0.0,0,,0,0.0,0.0,0,1615.09,Low
CUST04369,1067.0,3,169.38,56.46,0,1067.0,0,0,0,0.0,0,,0,0.0,0.0,0,169.38,High
CUST04370,874.0,19,3696.8,194.57,0,874.0,0,0,0,0.0,4,2.0,0,0.0,0.0,0,3696.8,High
CUST04371,944.0,2,239.83,119.92,0,944.0,0,0,0,0.0,3,4.0,0,0.0,0.0,0,239.83,High
CUST04372,1169.0,0,0.0,0.0,0,1169.0,0,0,0,0.0,2,3.5,0,0.0,0.0,0,0.0,High
CUST04373,1307.0,1,79.61,79.61,0,1307.0,0,0,0,0.0,0,,0,0.0,0.0,0,79.61,High
CUST04374,350.0,6,302.61,50.44,0,350.0,0,0,0,0.0,1,4.0,0,0.0,0.0,0,302.61,High
CUST04375,1098.0,0,0.0,0.0,0,1098.0,0,0,0,0.0,1,,0,0.0,0.0,0,0.0,High
CUST04376,348.0,1,22.89,22.89,0,348.0,0,0,0,0.0,0,,0,0.0,0.0,0,22.89,High
CUST04377,485.0,3,359.21,119.74,0,485.0,0,0,0,0.0,1,,0,0.0,0.0,0,359.21,High
CUST04378,151.0,10,1930.76,193.08,0,151.0,0,0,0,0.0,0,,0,0.0,0.0,0,1930.76,Medium
